date,Unnamed: 0,全体,機械棟変電所,機能材料変電所,建設工学１号館変電所,応用化学２号館変電所,本部変電所,地域共同変電所,教養学部変電所,理学部３号館変電所,理学部２号館変電所,電気電子１号変電所,情報工学科棟変電所,情報分析センタ－変電所,大学会館変電所,図書館変電所,廃液処理施設変電所,教育学部変電所,体育施設変電所,経済学部変電所,総合研究棟変電所,time
2022-04-30,1446.0,6307.666666666667,299.6666666666667,213.66666666666666,480.0,300.6666666666667,71.0,91.66666666666667,633.3333333333334,1065.3333333333333,189.66666666666666,273.6666666666667,31.333333333333332,284.3333333333333,289.6666666666667,167.33333333333334,3.6666666666666665,603.6666666666666,97.33333333333333,86.66666666666667,431.6666666666667,58.0
2022-05-31,4374.0,6493.225806451613,309.35483870967744,219.67741935483872,478.06451612903226,289.03225806451616,52.58064516129032,94.83870967741936,622.5806451612904,1134.516129032258,187.41935483870967,408.06451612903226,34.516129032258064,283.8709677419355,307.4193548387097,193.2258064516129,4.516129032258065,592.258064516129,179.03225806451613,86.7741935483871,502.5806451612903,58.0
2022-06-30,7206.0,8762.857142857143,426.07142857142856,294.64285714285717,641.0714285714286,474.64285714285717,101.78571428571429,114.28571428571429,896.4285714285714,1464.642857142857,237.85714285714286,529.6428571428571,42.857142857142854,341.42857142857144,462.14285714285717,211.42857142857142,3.2142857142857144,909.2857142857143,199.64285714285714,103.21428571428571,666.4285714285714,58.0
2022-07-31,10038.0,10697.09677419355,490.0,373.5483870967742,815.1612903225806,590.6451612903226,162.25806451612902,127.41935483870968,1138.7096774193549,1770.3225806451612,311.93548387096774,569.6774193548387,50.645161290322584,289.03225806451616,602.9032258064516,232.90322580645162,5.161290322580645,1205.8064516129032,216.4516129032258,129.3548387096774,794.8387096774194,58.0
2022-08-31,13014.0,8669.032258064517,368.38709677419354,278.06451612903226,675.483870967742,410.96774193548384,126.45161290322581,129.67741935483872,851.6129032258065,1590.0,270.3225806451613,480.64516129032256,45.806451612903224,300.3225806451613,407.4193548387097,117.41935483870968,3.870967741935484,868.3870967741935,174.83870967741936,89.35483870967742,716.4516129032259,58.0
2022-09-30,15942.0,7908.666666666667,386.3333333333333,306.6666666666667,663.0,437.0,109.66666666666667,119.66666666666667,690.0,1409.3333333333333,239.66666666666666,462.3333333333333,42.333333333333336,293.0,349.0,143.0,5.0,657.3333333333334,157.0,79.33333333333333,661.0,58.0
2022-10-31,18822.0,7003.666666666667,328.6666666666667,246.66666666666666,587.3333333333334,343.6666666666667,75.33333333333333,98.66666666666667,730.0,1126.0,193.33333333333334,441.3333333333333,36.666666666666664,262.3333333333333,350.3333333333333,197.33333333333334,4.333333333333333,687.6666666666666,95.66666666666667,95.66666666666667,536.3333333333334,58.0
2022-11-30,21702.0,6989.333333333333,320.0,258.3333333333333,566.0,371.6666666666667,77.66666666666667,98.33333333333333,736.6666666666666,1163.6666666666667,201.66666666666666,417.6666666666667,37.666666666666664,255.33333333333334,304.3333333333333,186.33333333333334,4.0,693.0,95.0,100.66666666666667,518.3333333333334,58.0
2022-12-31,24630.0,8441.935483870968,376.7741935483871,298.38709677419354,655.1612903225806,461.61290322580646,95.80645161290323,99.03225806451613,964.516129032258,1327.741935483871,264.83870967741933,467.4193548387097,46.12903225806452,295.80645161290323,369.03225806451616,210.0,3.5483870967741935,1077.741935483871,90.64516129032258,124.51612903225806,588.7096774193549,58.0
2023-01-31,27606.0,8911.935483870968,388.38709677419354,312.258064516129,722.258064516129,477.741935483871,97.41935483870968,106.12903225806451,1054.8387096774193,1427.4193548387098,271.2903225806452,520.3225806451613,48.70967741935484,312.9032258064516,375.48387096774195,195.48387096774192,3.870967741935484,1154.8387096774193,76.45161290322581,131.93548387096774,622.5806451612904,58.0
2023-02-28,30438.0,8155.357142857143,348.92857142857144,296.07142857142856,659.2857142857143,445.35714285714283,103.21428571428571,111.78571428571429,867.8571428571429,1376.7857142857142,253.92857142857142,506.07142857142856,43.92857142857143,288.2142857142857,373.57142857142856,189.64285714285714,3.5714285714285716,878.5714285714286,100.71428571428571,120.35714285714286,615.3571428571429,58.0
2023-03-31,,,,,,,,,,,,,,,,,,,,,,
2023-04-30,33222.0,6090.0,240.33333333333334,188.33333333333334,585.0,273.6666666666667,53.0,97.66666666666667,590.0,1012.0,167.66666666666666,406.6666666666667,37.333333333333336,250.33333333333334,305.0,167.0,5.333333333333333,547.3333333333334,113.0,73.0,453.6666666666667,58.0
2023-05-31,36102.0,6632.666666666667,262.6666666666667,201.0,670.0,307.0,51.0,97.33333333333333,626.6666666666666,1097.0,179.0,375.6666666666667,40.333333333333336,278.6666666666667,337.6666666666667,188.0,5.0,591.0,173.0,79.33333333333333,499.0,58.0
2023-06-30,38982.0,8242.666666666666,347.6666666666667,273.0,637.6666666666666,440.0,90.0,114.0,843.3333333333334,1328.6666666666667,218.33333333333334,468.6666666666667,47.666666666666664,320.0,493.0,207.66666666666666,6.666666666666667,829.6666666666666,202.66666666666666,89.66666666666667,639.3333333333334,58.0
2023-07-31,41910.0,11056.129032258064,453.2258064516129,352.9032258064516,903.2258064516129,602.5806451612904,153.8709677419355,125.80645161290323,1245.1612903225807,1651.6129032258063,286.4516129032258,550.0,58.70967741935484,328.7096774193548,717.4193548387096,234.83870967741936,3.870967741935484,1389.032258064516,203.2258064516129,124.83870967741936,802.258064516129,58.0
