,本部変電所,地域共同変電所,大学会館変電所,図書館変電所,体育施設変電所
2048,50.0,20.0,110.0,30.0,30.0
2049,60.0,40.0,210.0,50.0,20.0
2050,50.0,40.0,260.0,60.0,30.0
2051,50.0,40.0,260.0,50.0,30.0
2052,60.0,40.0,310.0,60.0,40.0
2053,70.0,40.0,280.0,60.0,40.0
2054,70.0,40.0,230.0,70.0,50.0
2055,60.0,40.0,190.0,60.0,60.0
2056,50.0,40.0,130.0,70.0,70.0
2057,50.0,30.0,90.0,70.0,80.0
2058,50.0,40.0,80.0,70.0,90.0
2059,30.0,20.0,70.0,70.0,90.0
2060,30.0,30.0,50.0,50.0,80.0
2061,20.0,20.0,40.0,30.0,50.0
2062,10.0,20.0,40.0,10.0,50.0
2063,10.0,10.0,30.0,10.0,30.0
2064,20.0,20.0,40.0,0.0,30.0
2065,10.0,20.0,30.0,10.0,30.0
2066,20.0,20.0,30.0,10.0,40.0
2067,10.0,20.0,40.0,0.0,30.0
2068,20.0,10.0,30.0,10.0,30.0
2069,10.0,20.0,40.0,10.0,30.0
2070,10.0,20.0,50.0,0.0,40.0
2071,10.0,20.0,40.0,0.0,40.0
2072,50.0,30.0,80.0,30.0,30.0
2073,50.0,30.0,220.0,60.0,40.0
2074,50.0,40.0,280.0,50.0,50.0
2075,60.0,40.0,290.0,60.0,60.0
2076,50.0,40.0,290.0,60.0,40.0
2077,60.0,40.0,270.0,50.0,50.0
2078,60.0,40.0,220.0,70.0,40.0
2079,60.0,40.0,160.0,60.0,60.0
2080,60.0,40.0,130.0,70.0,70.0
2081,60.0,30.0,110.0,70.0,80.0
2082,50.0,40.0,100.0,60.0,100.0
2083,20.0,20.0,80.0,70.0,130.0
2084,20.0,30.0,60.0,60.0,110.0
2085,20.0,20.0,40.0,30.0,70.0
2086,20.0,30.0,40.0,10.0,40.0
2087,10.0,10.0,40.0,10.0,40.0
2088,20.0,20.0,30.0,0.0,30.0
2089,20.0,20.0,30.0,10.0,30.0
2090,10.0,20.0,40.0,10.0,30.0
2091,20.0,20.0,40.0,0.0,40.0
2092,20.0,10.0,30.0,10.0,30.0
2093,10.0,20.0,50.0,10.0,30.0
2094,10.0,20.0,50.0,30.0,30.0
2095,20.0,20.0,40.0,30.0,30.0
2096,70.0,30.0,90.0,30.0,40.0
2097,60.0,40.0,190.0,50.0,40.0
2098,70.0,40.0,260.0,50.0,50.0
2099,60.0,50.0,280.0,50.0,50.0
2100,60.0,40.0,280.0,50.0,70.0
2101,50.0,40.0,290.0,60.0,60.0
2102,60.0,40.0,210.0,50.0,70.0
2103,60.0,40.0,160.0,60.0,70.0
2104,60.0,50.0,170.0,60.0,70.0
2105,50.0,40.0,130.0,60.0,80.0
2106,40.0,30.0,90.0,70.0,80.0
2107,30.0,40.0,70.0,60.0,80.0
2108,20.0,20.0,60.0,60.0,70.0
2109,20.0,20.0,30.0,30.0,60.0
2110,20.0,20.0,40.0,10.0,30.0
2111,10.0,20.0,30.0,0.0,40.0
2112,20.0,10.0,40.0,10.0,30.0
2113,10.0,20.0,30.0,0.0,30.0
2114,20.0,20.0,40.0,10.0,30.0
2115,10.0,20.0,30.0,0.0,30.0
2116,10.0,10.0,40.0,10.0,40.0
2117,20.0,20.0,40.0,0.0,30.0
2118,10.0,20.0,50.0,10.0,30.0
2119,10.0,20.0,40.0,0.0,30.0
2120,70.0,30.0,90.0,30.0,30.0
2121,70.0,40.0,210.0,60.0,30.0
2122,60.0,40.0,270.0,60.0,30.0
2123,60.0,50.0,270.0,50.0,40.0
2124,60.0,40.0,270.0,60.0,30.0
2125,60.0,50.0,260.0,60.0,40.0
2126,70.0,40.0,220.0,60.0,50.0
2127,70.0,40.0,170.0,60.0,40.0
2128,70.0,40.0,130.0,70.0,80.0
2129,70.0,40.0,130.0,70.0,100.0
2130,50.0,40.0,100.0,70.0,100.0
2131,50.0,20.0,70.0,70.0,120.0
2132,30.0,20.0,60.0,60.0,100.0
2133,20.0,30.0,40.0,30.0,80.0
2134,20.0,20.0,30.0,10.0,40.0
2135,20.0,20.0,40.0,10.0,40.0
2136,20.0,20.0,40.0,0.0,30.0
2137,20.0,20.0,30.0,10.0,40.0
2138,20.0,10.0,40.0,10.0,30.0
2139,20.0,20.0,40.0,10.0,30.0
2140,20.0,20.0,30.0,10.0,30.0
2141,10.0,20.0,50.0,0.0,40.0
2142,20.0,20.0,50.0,40.0,30.0
2143,20.0,30.0,50.0,30.0,40.0
2144,60.0,30.0,90.0,40.0,40.0
2145,60.0,40.0,200.0,50.0,30.0
2146,60.0,50.0,280.0,60.0,30.0
2147,70.0,40.0,260.0,50.0,30.0
2148,60.0,40.0,280.0,60.0,40.0
2149,70.0,50.0,240.0,50.0,50.0
2150,70.0,40.0,230.0,70.0,60.0
2151,70.0,40.0,180.0,60.0,60.0
2152,70.0,40.0,140.0,70.0,80.0
2153,50.0,40.0,100.0,70.0,80.0
2154,50.0,20.0,100.0,70.0,80.0
2155,30.0,30.0,70.0,60.0,100.0
2156,30.0,10.0,60.0,70.0,80.0
2157,20.0,20.0,40.0,20.0,50.0
2158,20.0,20.0,40.0,20.0,50.0
2159,20.0,20.0,30.0,10.0,40.0
2160,20.0,20.0,40.0,10.0,30.0
2161,20.0,10.0,30.0,10.0,30.0
2162,20.0,20.0,30.0,10.0,40.0
2163,20.0,20.0,40.0,10.0,30.0
2164,10.0,20.0,30.0,10.0,40.0
2165,20.0,10.0,40.0,10.0,30.0
2166,10.0,20.0,40.0,10.0,30.0
2167,20.0,20.0,40.0,10.0,30.0
2168,10.0,20.0,50.0,30.0,40.0
2169,10.0,20.0,70.0,50.0,50.0
2170,10.0,20.0,70.0,50.0,60.0
2171,10.0,20.0,80.0,50.0,60.0
2172,10.0,20.0,80.0,50.0,50.0
2173,10.0,30.0,70.0,60.0,70.0
2174,20.0,20.0,90.0,60.0,60.0
2175,10.0,20.0,110.0,60.0,60.0
2176,20.0,10.0,110.0,50.0,70.0
2177,20.0,20.0,90.0,10.0,60.0
2178,20.0,20.0,60.0,10.0,70.0
2179,20.0,20.0,50.0,10.0,60.0
2180,20.0,20.0,40.0,10.0,40.0
2181,20.0,10.0,40.0,10.0,40.0
2182,20.0,20.0,30.0,10.0,40.0
2183,10.0,20.0,30.0,10.0,30.0
2184,20.0,10.0,40.0,0.0,40.0
2185,20.0,20.0,30.0,10.0,40.0
2186,20.0,20.0,30.0,10.0,30.0
2187,20.0,10.0,40.0,10.0,40.0
2188,10.0,20.0,30.0,10.0,30.0
2189,20.0,20.0,40.0,0.0,30.0
2190,10.0,10.0,50.0,10.0,40.0
2191,20.0,20.0,40.0,0.0,30.0
2192,30.0,20.0,50.0,30.0,30.0
2193,20.0,20.0,60.0,50.0,60.0
2194,30.0,20.0,60.0,60.0,50.0
2195,30.0,10.0,50.0,60.0,50.0
2196,30.0,20.0,50.0,60.0,60.0
2197,40.0,20.0,50.0,60.0,60.0
2198,20.0,20.0,60.0,60.0,50.0
2199,30.0,20.0,50.0,60.0,60.0
2200,20.0,20.0,50.0,50.0,60.0
2201,20.0,10.0,50.0,0.0,60.0
2202,20.0,20.0,50.0,10.0,40.0
2203,20.0,20.0,50.0,10.0,50.0
2204,10.0,20.0,40.0,10.0,40.0
2205,20.0,10.0,30.0,0.0,40.0
2206,20.0,20.0,40.0,10.0,40.0
2207,20.0,20.0,30.0,10.0,30.0
2208,10.0,10.0,40.0,0.0,40.0
2209,20.0,20.0,30.0,10.0,30.0
2210,20.0,20.0,40.0,10.0,30.0
2211,20.0,10.0,30.0,0.0,40.0
2212,10.0,20.0,40.0,10.0,30.0
2213,20.0,20.0,50.0,10.0,30.0
2214,10.0,10.0,40.0,30.0,30.0
2215,20.0,20.0,50.0,30.0,40.0
2216,60.0,20.0,100.0,50.0,30.0
2217,60.0,40.0,190.0,60.0,40.0
2218,50.0,40.0,240.0,60.0,40.0
2219,60.0,30.0,250.0,70.0,40.0
2220,60.0,40.0,250.0,60.0,40.0
2221,60.0,40.0,230.0,60.0,50.0
2222,60.0,40.0,160.0,60.0,60.0
2223,60.0,40.0,120.0,70.0,60.0
2224,50.0,50.0,110.0,60.0,70.0
2225,50.0,40.0,100.0,70.0,80.0
2226,40.0,30.0,90.0,60.0,80.0
2227,30.0,40.0,70.0,70.0,80.0
2228,30.0,20.0,60.0,50.0,80.0
2229,20.0,30.0,40.0,30.0,50.0
2230,10.0,20.0,40.0,10.0,40.0
2231,20.0,20.0,30.0,10.0,30.0
2232,10.0,20.0,40.0,0.0,40.0
2233,20.0,10.0,30.0,10.0,30.0
2234,10.0,20.0,30.0,10.0,30.0
2235,20.0,20.0,40.0,10.0,30.0
2236,10.0,10.0,30.0,10.0,40.0
2237,10.0,20.0,50.0,0.0,30.0
2238,10.0,20.0,40.0,10.0,30.0
2239,20.0,10.0,40.0,0.0,30.0
2240,40.0,40.0,100.0,30.0,30.0
2241,50.0,30.0,190.0,50.0,30.0
2242,60.0,40.0,250.0,50.0,60.0
2243,60.0,40.0,240.0,60.0,60.0
2244,50.0,40.0,260.0,60.0,50.0
2245,60.0,40.0,230.0,70.0,50.0
2246,50.0,40.0,160.0,60.0,50.0
2247,50.0,40.0,110.0,70.0,70.0
2248,50.0,40.0,100.0,60.0,70.0
2249,40.0,40.0,90.0,60.0,80.0
2250,30.0,30.0,80.0,70.0,80.0
2251,30.0,30.0,60.0,60.0,80.0
2252,20.0,30.0,60.0,50.0,80.0
2253,20.0,30.0,40.0,30.0,50.0
2254,20.0,30.0,30.0,10.0,40.0
2255,10.0,20.0,40.0,0.0,40.0
2256,20.0,10.0,30.0,10.0,30.0
2257,10.0,20.0,30.0,10.0,30.0
2258,20.0,20.0,40.0,10.0,40.0
2259,10.0,20.0,40.0,10.0,30.0
2260,20.0,20.0,30.0,0.0,30.0
2261,10.0,10.0,50.0,10.0,40.0
2262,10.0,20.0,40.0,30.0,30.0
2263,20.0,20.0,50.0,40.0,30.0
2264,50.0,30.0,100.0,40.0,30.0
2265,60.0,40.0,180.0,60.0,40.0
2266,60.0,40.0,250.0,60.0,40.0
2267,50.0,40.0,250.0,60.0,50.0
2268,60.0,40.0,260.0,60.0,60.0
2269,50.0,50.0,240.0,70.0,70.0
2270,60.0,40.0,190.0,60.0,70.0
2271,50.0,40.0,110.0,60.0,60.0
2272,50.0,50.0,100.0,70.0,80.0
2273,50.0,40.0,100.0,60.0,80.0
2274,30.0,30.0,70.0,70.0,90.0
2275,30.0,30.0,50.0,60.0,100.0
2276,20.0,20.0,50.0,60.0,80.0
2277,20.0,20.0,40.0,30.0,60.0
2278,20.0,10.0,40.0,0.0,40.0
2279,10.0,20.0,30.0,10.0,30.0
2280,20.0,20.0,40.0,10.0,30.0
2281,10.0,20.0,30.0,0.0,40.0
2282,10.0,10.0,40.0,10.0,30.0
2283,20.0,20.0,30.0,10.0,30.0
2284,10.0,20.0,40.0,0.0,30.0
2285,10.0,20.0,40.0,10.0,30.0
2286,10.0,10.0,40.0,0.0,40.0
2287,20.0,20.0,40.0,0.0,30.0
2288,40.0,30.0,100.0,40.0,30.0
2289,50.0,40.0,170.0,50.0,40.0
2290,50.0,30.0,210.0,60.0,50.0
2291,40.0,40.0,210.0,50.0,50.0
2292,40.0,40.0,230.0,60.0,50.0
2293,40.0,40.0,220.0,50.0,50.0
2294,50.0,40.0,170.0,60.0,50.0
2295,50.0,40.0,130.0,50.0,40.0
2296,40.0,40.0,110.0,60.0,70.0
2297,40.0,40.0,100.0,60.0,80.0
2298,30.0,30.0,80.0,70.0,100.0
2299,20.0,40.0,60.0,60.0,120.0
2300,30.0,20.0,50.0,50.0,100.0
2301,20.0,20.0,40.0,30.0,60.0
2302,10.0,10.0,30.0,10.0,50.0
2303,20.0,20.0,40.0,10.0,30.0
2304,10.0,20.0,30.0,10.0,30.0
2305,10.0,10.0,30.0,0.0,40.0
2306,20.0,20.0,40.0,10.0,30.0
2307,10.0,20.0,30.0,10.0,30.0
2308,20.0,10.0,30.0,10.0,40.0
2309,10.0,20.0,50.0,10.0,30.0
2310,10.0,10.0,50.0,30.0,30.0
2311,10.0,20.0,40.0,40.0,30.0
2312,40.0,30.0,90.0,40.0,30.0
2313,40.0,40.0,160.0,50.0,40.0
2314,40.0,40.0,200.0,50.0,30.0
2315,50.0,40.0,190.0,60.0,50.0
2316,40.0,40.0,210.0,50.0,40.0
2317,40.0,40.0,200.0,50.0,50.0
2318,50.0,40.0,140.0,50.0,50.0
2319,50.0,40.0,110.0,60.0,50.0
2320,50.0,40.0,90.0,60.0,80.0
2321,40.0,40.0,70.0,60.0,90.0
2322,30.0,30.0,60.0,60.0,100.0
2323,20.0,30.0,60.0,60.0,110.0
2324,20.0,20.0,40.0,50.0,100.0
2325,20.0,20.0,40.0,20.0,70.0
2326,10.0,10.0,30.0,10.0,50.0
2327,20.0,20.0,30.0,10.0,40.0
2328,10.0,10.0,40.0,0.0,30.0
2329,20.0,20.0,20.0,10.0,40.0
2330,10.0,10.0,40.0,0.0,30.0
2331,20.0,20.0,30.0,10.0,40.0
2332,10.0,20.0,30.0,10.0,30.0
2333,10.0,10.0,30.0,0.0,40.0
2334,10.0,20.0,50.0,10.0,30.0
2335,10.0,10.0,30.0,0.0,30.0
2336,0.0,20.0,50.0,20.0,40.0
2337,10.0,20.0,50.0,50.0,50.0
2338,0.0,20.0,40.0,40.0,60.0
2339,0.0,20.0,50.0,40.0,60.0
2340,10.0,20.0,60.0,50.0,70.0
2341,0.0,20.0,50.0,50.0,70.0
2342,10.0,20.0,60.0,50.0,70.0
2343,10.0,20.0,60.0,50.0,60.0
2344,20.0,20.0,70.0,40.0,60.0
2345,10.0,20.0,50.0,10.0,60.0
2346,10.0,10.0,60.0,10.0,60.0
2347,20.0,20.0,40.0,10.0,70.0
2348,10.0,20.0,40.0,0.0,60.0
2349,20.0,10.0,30.0,10.0,40.0
2350,20.0,20.0,40.0,10.0,40.0
2351,10.0,10.0,30.0,0.0,30.0
2352,10.0,20.0,30.0,10.0,40.0
2353,20.0,20.0,30.0,10.0,30.0
2354,10.0,10.0,40.0,10.0,30.0
2355,20.0,20.0,30.0,10.0,40.0
2356,10.0,20.0,30.0,0.0,30.0
2357,20.0,10.0,40.0,10.0,30.0
2358,10.0,20.0,40.0,10.0,40.0
2359,10.0,10.0,50.0,10.0,30.0
2360,10.0,20.0,40.0,20.0,40.0
2361,0.0,20.0,40.0,50.0,50.0
2362,0.0,10.0,30.0,50.0,50.0
2363,0.0,20.0,40.0,50.0,50.0
2364,0.0,20.0,40.0,40.0,50.0
2365,0.0,20.0,30.0,50.0,40.0
2366,10.0,20.0,50.0,50.0,50.0
2367,0.0,20.0,40.0,60.0,60.0
2368,10.0,10.0,50.0,40.0,70.0
2369,10.0,20.0,40.0,10.0,60.0
2370,20.0,20.0,50.0,10.0,60.0
2371,10.0,20.0,40.0,10.0,60.0
2372,20.0,10.0,50.0,10.0,50.0
2373,10.0,20.0,30.0,10.0,40.0
2374,20.0,20.0,30.0,10.0,40.0
2375,10.0,10.0,40.0,10.0,30.0
2376,20.0,20.0,30.0,0.0,30.0
2377,10.0,20.0,30.0,10.0,40.0
2378,20.0,10.0,40.0,10.0,30.0
2379,10.0,20.0,30.0,10.0,40.0
2380,20.0,20.0,40.0,10.0,30.0
2381,10.0,10.0,40.0,0.0,30.0
2382,10.0,20.0,50.0,40.0,30.0
2383,20.0,20.0,40.0,30.0,40.0
2384,60.0,30.0,110.0,50.0,30.0
2385,60.0,30.0,200.0,60.0,30.0
2386,50.0,40.0,250.0,50.0,40.0
2387,60.0,40.0,260.0,60.0,40.0
2388,50.0,40.0,280.0,60.0,40.0
2389,60.0,40.0,240.0,60.0,50.0
2390,60.0,40.0,180.0,60.0,50.0
2391,70.0,50.0,130.0,60.0,50.0
2392,60.0,40.0,120.0,70.0,80.0
2393,50.0,30.0,120.0,60.0,90.0
2394,40.0,40.0,110.0,70.0,110.0
2395,40.0,30.0,70.0,60.0,110.0
2396,30.0,30.0,60.0,70.0,80.0
2397,20.0,30.0,40.0,30.0,50.0
2398,10.0,20.0,30.0,10.0,40.0
2399,20.0,20.0,40.0,0.0,40.0
2400,10.0,20.0,30.0,10.0,30.0
2401,20.0,10.0,30.0,10.0,40.0
2402,10.0,20.0,40.0,0.0,30.0
2403,20.0,20.0,40.0,10.0,30.0
2404,10.0,10.0,30.0,10.0,40.0
2405,20.0,20.0,50.0,0.0,30.0
2406,10.0,20.0,50.0,10.0,30.0
2407,10.0,20.0,40.0,0.0,30.0
2408,60.0,30.0,100.0,30.0,30.0
2409,50.0,30.0,180.0,60.0,40.0
2410,60.0,40.0,230.0,70.0,70.0
2411,60.0,40.0,220.0,60.0,70.0
2412,50.0,40.0,250.0,70.0,60.0
2413,60.0,40.0,210.0,60.0,50.0
2414,50.0,30.0,140.0,70.0,70.0
2415,60.0,40.0,100.0,60.0,60.0
2416,50.0,40.0,90.0,70.0,70.0
2417,40.0,40.0,80.0,60.0,90.0
2418,40.0,30.0,80.0,70.0,120.0
2419,30.0,30.0,60.0,60.0,90.0
2420,30.0,20.0,60.0,50.0,70.0
2421,10.0,10.0,40.0,30.0,50.0
2422,20.0,20.0,30.0,10.0,40.0
2423,10.0,20.0,30.0,10.0,30.0
2424,20.0,10.0,40.0,10.0,30.0
2425,10.0,20.0,30.0,0.0,40.0
2426,20.0,20.0,40.0,10.0,30.0
2427,10.0,20.0,30.0,10.0,40.0
2428,20.0,10.0,40.0,10.0,30.0
2429,10.0,20.0,40.0,0.0,30.0
2430,10.0,20.0,50.0,40.0,30.0
2431,20.0,20.0,40.0,30.0,40.0
2432,40.0,20.0,100.0,50.0,30.0
2433,50.0,40.0,160.0,60.0,60.0
2434,50.0,30.0,200.0,50.0,50.0
2435,50.0,40.0,190.0,60.0,50.0
2436,40.0,40.0,210.0,60.0,60.0
2437,50.0,30.0,170.0,60.0,80.0
2438,50.0,40.0,120.0,70.0,70.0
2439,40.0,30.0,90.0,60.0,80.0
2440,50.0,40.0,90.0,60.0,70.0
2441,30.0,30.0,80.0,60.0,80.0
2442,20.0,30.0,80.0,60.0,80.0
2443,30.0,30.0,60.0,60.0,90.0
2444,30.0,30.0,60.0,50.0,70.0
2445,10.0,20.0,30.0,30.0,50.0
2446,20.0,20.0,30.0,10.0,40.0
2447,10.0,20.0,30.0,0.0,30.0
2448,10.0,10.0,40.0,10.0,40.0
2449,20.0,20.0,30.0,10.0,30.0
2450,10.0,20.0,30.0,0.0,30.0
2451,20.0,10.0,40.0,10.0,30.0
2452,10.0,20.0,30.0,10.0,40.0
2453,10.0,10.0,40.0,0.0,30.0
2454,10.0,20.0,50.0,10.0,30.0
2455,20.0,20.0,40.0,0.0,50.0
2456,40.0,20.0,90.0,30.0,40.0
2457,40.0,30.0,150.0,60.0,40.0
2458,40.0,30.0,180.0,60.0,40.0
2459,50.0,40.0,190.0,60.0,50.0
2460,40.0,30.0,190.0,50.0,50.0
2461,50.0,30.0,180.0,60.0,60.0
2462,40.0,40.0,110.0,60.0,50.0
2463,50.0,30.0,80.0,60.0,70.0
2464,40.0,40.0,70.0,60.0,70.0
2465,40.0,30.0,70.0,60.0,90.0
2466,30.0,30.0,60.0,60.0,80.0
2467,20.0,30.0,50.0,60.0,80.0
2468,20.0,20.0,50.0,50.0,70.0
2469,20.0,30.0,40.0,30.0,60.0
2470,10.0,10.0,30.0,0.0,40.0
2471,10.0,20.0,40.0,10.0,30.0
2472,20.0,10.0,30.0,10.0,40.0
2473,10.0,20.0,30.0,0.0,30.0
2474,20.0,10.0,40.0,10.0,30.0
2475,10.0,20.0,30.0,10.0,40.0
2476,10.0,20.0,30.0,0.0,30.0
2477,10.0,10.0,50.0,10.0,30.0
2478,10.0,20.0,40.0,30.0,40.0
2479,20.0,10.0,40.0,40.0,40.0
2480,30.0,30.0,80.0,40.0,40.0
2481,40.0,30.0,140.0,60.0,50.0
2482,40.0,40.0,160.0,60.0,50.0
2483,40.0,30.0,160.0,50.0,50.0
2484,30.0,40.0,180.0,60.0,50.0
2485,40.0,30.0,150.0,60.0,60.0
2486,40.0,30.0,110.0,60.0,60.0
2487,40.0,40.0,90.0,60.0,60.0
2488,40.0,30.0,80.0,60.0,70.0
2489,30.0,20.0,80.0,60.0,80.0
2490,20.0,20.0,70.0,60.0,80.0
2491,20.0,20.0,50.0,50.0,80.0
2492,20.0,20.0,50.0,60.0,70.0
2493,20.0,20.0,30.0,20.0,60.0
2494,10.0,10.0,40.0,10.0,50.0
2495,20.0,20.0,30.0,10.0,40.0
2496,10.0,20.0,30.0,10.0,40.0
2497,10.0,10.0,30.0,0.0,30.0
2498,20.0,20.0,40.0,10.0,40.0
2499,10.0,20.0,30.0,10.0,30.0
2500,10.0,10.0,30.0,0.0,30.0
2501,20.0,20.0,40.0,10.0,40.0
2502,10.0,10.0,40.0,10.0,40.0
2503,10.0,20.0,40.0,0.0,40.0
2504,10.0,20.0,40.0,30.0,60.0
2505,10.0,10.0,50.0,60.0,60.0
2506,20.0,20.0,70.0,50.0,70.0
2507,10.0,10.0,50.0,60.0,70.0
2508,20.0,20.0,60.0,50.0,70.0
2509,10.0,20.0,50.0,60.0,70.0
2510,10.0,10.0,60.0,50.0,60.0
2511,10.0,20.0,50.0,40.0,60.0
2512,20.0,20.0,50.0,50.0,70.0
2513,10.0,10.0,50.0,0.0,50.0
2514,10.0,20.0,50.0,10.0,60.0
2515,20.0,20.0,30.0,10.0,50.0
2516,10.0,10.0,40.0,10.0,50.0
2517,10.0,20.0,30.0,0.0,40.0
2518,20.0,20.0,30.0,10.0,40.0
2519,10.0,10.0,40.0,10.0,30.0
2520,20.0,20.0,30.0,0.0,30.0
2521,10.0,10.0,30.0,10.0,40.0
2522,10.0,20.0,30.0,10.0,30.0
2523,10.0,10.0,30.0,0.0,30.0
2524,20.0,20.0,30.0,10.0,40.0
2525,10.0,10.0,40.0,0.0,30.0
2526,10.0,20.0,50.0,10.0,30.0
2527,10.0,20.0,30.0,0.0,50.0
2528,10.0,10.0,40.0,30.0,50.0
2529,0.0,20.0,40.0,40.0,50.0
2530,0.0,10.0,30.0,50.0,50.0
2531,10.0,20.0,30.0,40.0,60.0
2532,0.0,20.0,40.0,50.0,50.0
2533,0.0,20.0,30.0,50.0,60.0
2534,0.0,10.0,40.0,40.0,50.0
2535,10.0,20.0,30.0,60.0,60.0
2536,10.0,20.0,50.0,40.0,70.0
2537,10.0,10.0,50.0,10.0,60.0
2538,20.0,20.0,50.0,10.0,70.0
2539,10.0,20.0,30.0,0.0,70.0
2540,20.0,10.0,50.0,10.0,80.0
2541,10.0,20.0,30.0,10.0,60.0
2542,10.0,20.0,40.0,10.0,30.0
2543,20.0,10.0,30.0,0.0,40.0
2544,10.0,20.0,40.0,10.0,30.0
2545,20.0,10.0,20.0,10.0,40.0
2546,10.0,20.0,40.0,0.0,30.0
2547,10.0,20.0,30.0,10.0,30.0
2548,20.0,10.0,40.0,0.0,40.0
2549,10.0,20.0,40.0,10.0,30.0
2550,10.0,10.0,50.0,30.0,30.0
2551,10.0,20.0,40.0,30.0,30.0
2552,40.0,20.0,90.0,50.0,30.0
2553,30.0,10.0,160.0,50.0,30.0
2554,30.0,20.0,220.0,50.0,30.0
2555,40.0,20.0,220.0,50.0,40.0
2556,30.0,20.0,230.0,60.0,30.0
2557,40.0,20.0,220.0,60.0,40.0
2558,40.0,10.0,150.0,50.0,50.0
2559,70.0,30.0,120.0,60.0,50.0
2560,60.0,20.0,120.0,70.0,70.0
2561,30.0,20.0,100.0,60.0,90.0
2562,30.0,20.0,80.0,70.0,90.0
2563,30.0,20.0,60.0,60.0,90.0
2564,10.0,10.0,50.0,60.0,80.0
2565,20.0,20.0,40.0,20.0,50.0
2566,10.0,20.0,40.0,10.0,40.0
2567,20.0,20.0,40.0,10.0,30.0
2568,10.0,10.0,40.0,0.0,40.0
2569,20.0,20.0,30.0,10.0,30.0
2570,10.0,20.0,40.0,10.0,40.0
2571,20.0,10.0,40.0,0.0,30.0
2572,10.0,20.0,40.0,10.0,40.0
2573,10.0,10.0,40.0,10.0,30.0
2574,20.0,20.0,40.0,0.0,40.0
2575,10.0,20.0,40.0,0.0,30.0
2576,50.0,30.0,100.0,40.0,40.0
2577,50.0,30.0,190.0,60.0,40.0
2578,60.0,40.0,220.0,60.0,60.0
2579,50.0,40.0,230.0,60.0,70.0
2580,60.0,30.0,230.0,60.0,40.0
2581,50.0,40.0,200.0,60.0,50.0
2582,60.0,40.0,150.0,60.0,50.0
2583,60.0,30.0,110.0,60.0,60.0
2584,50.0,40.0,100.0,70.0,100.0
2585,40.0,30.0,80.0,60.0,120.0
2586,30.0,30.0,90.0,70.0,130.0
2587,20.0,30.0,60.0,60.0,130.0
2588,20.0,30.0,60.0,50.0,100.0
2589,20.0,10.0,40.0,30.0,60.0
2590,10.0,20.0,40.0,10.0,40.0
2591,20.0,20.0,30.0,10.0,30.0
2592,10.0,20.0,40.0,10.0,30.0
2593,20.0,10.0,30.0,0.0,40.0
2594,20.0,20.0,40.0,10.0,30.0
2595,10.0,20.0,30.0,0.0,40.0
2596,20.0,10.0,40.0,10.0,30.0
2597,10.0,20.0,50.0,10.0,30.0
2598,20.0,20.0,50.0,30.0,30.0
2599,20.0,20.0,40.0,30.0,40.0
2600,50.0,30.0,100.0,40.0,30.0
2601,50.0,30.0,180.0,50.0,40.0
2602,50.0,40.0,240.0,50.0,40.0
2603,50.0,40.0,250.0,50.0,40.0
2604,40.0,40.0,240.0,60.0,50.0
2605,60.0,40.0,230.0,50.0,60.0
2606,50.0,40.0,170.0,60.0,50.0
2607,50.0,30.0,130.0,60.0,70.0
2608,50.0,40.0,120.0,70.0,60.0
2609,50.0,40.0,110.0,60.0,80.0
2610,40.0,30.0,110.0,60.0,90.0
2611,30.0,30.0,80.0,70.0,80.0
2612,30.0,30.0,60.0,50.0,70.0
2613,20.0,20.0,50.0,30.0,50.0
2614,10.0,30.0,40.0,10.0,50.0
2615,20.0,10.0,40.0,0.0,30.0
2616,10.0,20.0,40.0,10.0,30.0
2617,20.0,20.0,40.0,10.0,40.0
2618,10.0,20.0,40.0,0.0,30.0
2619,20.0,20.0,40.0,10.0,30.0
2620,10.0,10.0,40.0,10.0,30.0
2621,10.0,20.0,50.0,0.0,40.0
2622,10.0,20.0,50.0,10.0,30.0
2623,20.0,20.0,40.0,0.0,30.0
2624,50.0,30.0,100.0,30.0,30.0
2625,50.0,30.0,180.0,50.0,30.0
2626,50.0,40.0,220.0,50.0,40.0
2627,60.0,40.0,230.0,50.0,30.0
2628,50.0,40.0,250.0,60.0,60.0
2629,70.0,40.0,240.0,60.0,50.0
2630,60.0,40.0,180.0,60.0,50.0
2631,60.0,40.0,120.0,60.0,40.0
2632,60.0,40.0,100.0,70.0,60.0
2633,40.0,30.0,100.0,60.0,80.0
2634,40.0,40.0,90.0,70.0,80.0
2635,30.0,30.0,70.0,60.0,90.0
2636,30.0,30.0,60.0,60.0,70.0
2637,10.0,20.0,40.0,30.0,50.0
2638,20.0,20.0,40.0,0.0,40.0
2639,10.0,20.0,40.0,10.0,30.0
2640,20.0,20.0,40.0,10.0,30.0
2641,10.0,20.0,30.0,10.0,40.0
2642,20.0,10.0,40.0,10.0,30.0
2643,10.0,20.0,40.0,0.0,30.0
2644,10.0,20.0,40.0,10.0,30.0
2645,20.0,20.0,50.0,10.0,30.0
2646,10.0,10.0,50.0,30.0,40.0
2647,20.0,20.0,50.0,30.0,30.0
2648,50.0,30.0,110.0,60.0,30.0
2649,50.0,30.0,190.0,60.0,50.0
2650,40.0,40.0,230.0,60.0,50.0
2651,50.0,30.0,220.0,60.0,60.0
2652,60.0,40.0,250.0,60.0,50.0
2653,50.0,30.0,240.0,60.0,60.0
2654,60.0,50.0,170.0,60.0,60.0
