,本部変電所,地域共同変電所,大学会館変電所,図書館変電所,体育施設変電所
7397,10.0,10.0,30.0,0.0,10.0
7398,20.0,20.0,40.0,30.0,0.0
7399,20.0,20.0,30.0,40.0,10.0
7400,50.0,30.0,80.0,40.0,10.0
7401,40.0,30.0,180.0,60.0,10.0
7402,30.0,40.0,190.0,60.0,10.0
7403,20.0,30.0,170.0,60.0,0.0
7404,30.0,30.0,160.0,50.0,10.0
7405,30.0,40.0,140.0,60.0,10.0
7406,30.0,30.0,130.0,60.0,10.0
7407,30.0,30.0,120.0,60.0,20.0
7408,30.0,40.0,80.0,70.0,40.0
7409,40.0,30.0,70.0,70.0,60.0
7410,30.0,30.0,60.0,70.0,60.0
7411,30.0,20.0,60.0,60.0,50.0
7412,30.0,20.0,30.0,60.0,50.0
7413,10.0,20.0,40.0,40.0,30.0
7414,10.0,20.0,20.0,0.0,10.0
7415,20.0,20.0,30.0,10.0,10.0
7416,10.0,20.0,30.0,10.0,0.0
7417,10.0,20.0,20.0,0.0,10.0
7418,20.0,20.0,30.0,10.0,10.0
7419,10.0,10.0,30.0,10.0,0.0
7420,20.0,20.0,20.0,10.0,10.0
7421,10.0,20.0,40.0,0.0,10.0
7422,20.0,20.0,40.0,10.0,10.0
7423,20.0,20.0,40.0,10.0,10.0
7424,50.0,30.0,80.0,30.0,0.0
7425,40.0,30.0,170.0,70.0,10.0
7426,30.0,30.0,170.0,60.0,20.0
7427,30.0,30.0,160.0,60.0,20.0
7428,30.0,40.0,160.0,60.0,20.0
7429,20.0,30.0,140.0,60.0,20.0
7430,30.0,30.0,120.0,60.0,20.0
7431,40.0,30.0,100.0,60.0,20.0
7432,30.0,30.0,100.0,70.0,40.0
7433,50.0,20.0,60.0,70.0,40.0
7434,30.0,30.0,60.0,60.0,50.0
7435,30.0,20.0,50.0,70.0,40.0
7436,20.0,30.0,40.0,60.0,30.0
7437,10.0,10.0,30.0,30.0,30.0
7438,20.0,20.0,30.0,10.0,20.0
7439,10.0,20.0,30.0,0.0,0.0
7440,10.0,20.0,30.0,10.0,10.0
7441,20.0,20.0,20.0,10.0,10.0
7442,10.0,10.0,30.0,10.0,0.0
7443,10.0,20.0,30.0,0.0,10.0
7444,20.0,20.0,20.0,10.0,10.0
7445,10.0,10.0,40.0,10.0,10.0
7446,20.0,20.0,40.0,30.0,0.0
7447,10.0,20.0,40.0,40.0,10.0
7448,50.0,30.0,80.0,50.0,0.0
7449,30.0,20.0,150.0,70.0,10.0
7450,30.0,30.0,170.0,60.0,20.0
7451,30.0,30.0,160.0,60.0,20.0
7452,40.0,30.0,160.0,70.0,20.0
7453,30.0,30.0,150.0,70.0,30.0
7454,50.0,30.0,130.0,70.0,40.0
7455,40.0,30.0,120.0,70.0,40.0
7456,40.0,30.0,90.0,70.0,50.0
7457,40.0,30.0,60.0,70.0,70.0
7458,30.0,20.0,50.0,70.0,80.0
7459,30.0,20.0,50.0,60.0,50.0
7460,20.0,20.0,40.0,60.0,60.0
7461,10.0,30.0,30.0,30.0,30.0
7462,20.0,20.0,30.0,10.0,10.0
7463,10.0,20.0,30.0,10.0,10.0
7464,10.0,20.0,20.0,10.0,0.0
7465,20.0,20.0,30.0,0.0,10.0
7466,10.0,20.0,30.0,10.0,10.0
7467,10.0,20.0,20.0,10.0,0.0
7468,20.0,20.0,30.0,10.0,10.0
7469,10.0,20.0,20.0,0.0,10.0
7470,20.0,20.0,40.0,10.0,0.0
7471,10.0,20.0,30.0,10.0,10.0
7472,40.0,30.0,50.0,20.0,10.0
7473,60.0,30.0,100.0,60.0,20.0
7474,30.0,30.0,110.0,60.0,30.0
7475,40.0,40.0,140.0,50.0,30.0
7476,30.0,30.0,130.0,60.0,20.0
7477,20.0,30.0,130.0,50.0,30.0
7478,30.0,30.0,100.0,60.0,30.0
7479,30.0,40.0,70.0,60.0,30.0
7480,40.0,30.0,70.0,60.0,50.0
7481,40.0,30.0,60.0,20.0,90.0
7482,30.0,30.0,50.0,10.0,70.0
7483,30.0,20.0,40.0,10.0,70.0
7484,20.0,20.0,40.0,0.0,50.0
7485,20.0,20.0,20.0,10.0,30.0
7486,20.0,20.0,30.0,10.0,10.0
7487,10.0,10.0,20.0,10.0,10.0
7488,20.0,20.0,30.0,0.0,0.0
7489,10.0,20.0,30.0,10.0,10.0
7490,10.0,10.0,20.0,10.0,10.0
7491,20.0,20.0,30.0,10.0,0.0
7492,10.0,20.0,20.0,0.0,10.0
7493,20.0,10.0,30.0,10.0,10.0
7494,10.0,20.0,40.0,40.0,10.0
7495,20.0,20.0,30.0,30.0,10.0
7496,50.0,30.0,80.0,60.0,10.0
7497,60.0,30.0,110.0,70.0,30.0
7498,50.0,40.0,160.0,80.0,50.0
7499,50.0,40.0,180.0,70.0,60.0
7500,60.0,40.0,180.0,70.0,50.0
7501,50.0,30.0,170.0,70.0,50.0
7502,50.0,40.0,120.0,70.0,50.0
7503,50.0,40.0,130.0,70.0,50.0
7504,50.0,30.0,130.0,60.0,50.0
7505,30.0,30.0,100.0,20.0,50.0
7506,30.0,20.0,100.0,10.0,50.0
7507,20.0,20.0,100.0,10.0,40.0
7508,10.0,20.0,70.0,0.0,40.0
7509,20.0,20.0,30.0,10.0,30.0
7510,10.0,20.0,40.0,10.0,20.0
7511,10.0,20.0,40.0,10.0,0.0
7512,20.0,20.0,30.0,10.0,10.0
7513,10.0,20.0,40.0,0.0,10.0
7514,20.0,10.0,40.0,10.0,10.0
7515,10.0,20.0,30.0,10.0,0.0
7516,20.0,20.0,40.0,10.0,10.0
7517,10.0,20.0,40.0,0.0,10.0
7518,10.0,10.0,40.0,10.0,10.0
7519,10.0,20.0,50.0,10.0,0.0
7520,10.0,20.0,50.0,0.0,10.0
7521,0.0,20.0,60.0,0.0,30.0
7522,0.0,20.0,50.0,10.0,30.0
7523,0.0,10.0,40.0,10.0,30.0
7524,0.0,20.0,40.0,10.0,30.0
7525,0.0,20.0,50.0,0.0,30.0
7526,0.0,20.0,50.0,10.0,20.0
7527,0.0,10.0,50.0,0.0,30.0
7528,10.0,20.0,60.0,0.0,30.0
7529,10.0,20.0,60.0,10.0,30.0
7530,10.0,10.0,60.0,10.0,30.0
7531,20.0,20.0,50.0,10.0,40.0
7532,10.0,20.0,40.0,10.0,20.0
7533,10.0,10.0,50.0,10.0,20.0
7534,20.0,20.0,50.0,0.0,10.0
7535,10.0,20.0,40.0,10.0,10.0
7536,10.0,20.0,50.0,10.0,10.0
7537,20.0,10.0,40.0,10.0,10.0
7538,10.0,20.0,50.0,0.0,10.0
7539,10.0,20.0,40.0,10.0,10.0
7540,20.0,20.0,50.0,10.0,10.0
7541,10.0,10.0,50.0,10.0,10.0
7542,20.0,20.0,60.0,0.0,10.0
7543,10.0,20.0,50.0,10.0,10.0
7544,0.0,20.0,60.0,0.0,20.0
7545,0.0,10.0,40.0,0.0,20.0
7546,0.0,20.0,50.0,0.0,30.0
7547,0.0,20.0,50.0,10.0,20.0
7548,0.0,10.0,40.0,0.0,30.0
7549,0.0,20.0,30.0,10.0,30.0
7550,0.0,20.0,50.0,0.0,40.0
7551,10.0,10.0,50.0,0.0,40.0
7552,10.0,20.0,60.0,10.0,40.0
7553,10.0,10.0,40.0,10.0,50.0
7554,20.0,20.0,30.0,0.0,60.0
7555,10.0,20.0,30.0,10.0,50.0
7556,10.0,20.0,30.0,10.0,30.0
7557,20.0,10.0,30.0,10.0,10.0
7558,10.0,20.0,30.0,10.0,10.0
7559,10.0,10.0,30.0,10.0,10.0
7560,20.0,20.0,20.0,0.0,10.0
7561,10.0,20.0,30.0,10.0,0.0
7562,10.0,20.0,30.0,10.0,10.0
7563,20.0,10.0,20.0,0.0,10.0
7564,10.0,20.0,30.0,10.0,10.0
7565,20.0,10.0,30.0,10.0,0.0
7566,10.0,20.0,30.0,30.0,10.0
7567,20.0,20.0,40.0,40.0,10.0
7568,50.0,30.0,50.0,50.0,10.0
7569,80.0,30.0,60.0,70.0,20.0
7570,60.0,30.0,120.0,80.0,60.0
7571,60.0,30.0,140.0,70.0,50.0
7572,50.0,30.0,150.0,70.0,60.0
7573,70.0,30.0,130.0,70.0,50.0
7574,60.0,30.0,110.0,70.0,50.0
7575,80.0,30.0,90.0,70.0,50.0
7576,80.0,30.0,80.0,60.0,50.0
7577,60.0,30.0,70.0,10.0,60.0
7578,40.0,30.0,70.0,10.0,50.0
7579,20.0,30.0,60.0,10.0,50.0
7580,20.0,20.0,50.0,10.0,40.0
7581,20.0,20.0,40.0,10.0,20.0
7582,10.0,20.0,40.0,10.0,10.0
7583,10.0,20.0,30.0,0.0,10.0
7584,20.0,20.0,40.0,10.0,10.0
7585,10.0,10.0,30.0,10.0,0.0
7586,10.0,20.0,40.0,10.0,10.0
7587,20.0,20.0,30.0,0.0,10.0
7588,10.0,20.0,40.0,10.0,10.0
7589,10.0,20.0,30.0,10.0,0.0
7590,20.0,20.0,50.0,0.0,10.0
7591,20.0,20.0,50.0,10.0,20.0
7592,50.0,20.0,50.0,30.0,20.0
7593,50.0,30.0,90.0,70.0,20.0
7594,40.0,30.0,130.0,70.0,40.0
7595,20.0,40.0,130.0,50.0,40.0
7596,20.0,30.0,130.0,50.0,30.0
7597,20.0,30.0,110.0,60.0,30.0
7598,30.0,30.0,100.0,60.0,30.0
7599,30.0,40.0,70.0,70.0,30.0
7600,40.0,30.0,80.0,50.0,40.0
7601,40.0,40.0,80.0,20.0,40.0
7602,30.0,30.0,80.0,10.0,40.0
7603,30.0,20.0,70.0,10.0,30.0
7604,20.0,30.0,40.0,10.0,40.0
7605,20.0,20.0,30.0,10.0,30.0
7606,20.0,30.0,30.0,0.0,0.0
7607,10.0,20.0,20.0,10.0,10.0
7608,20.0,10.0,30.0,10.0,10.0
7609,10.0,20.0,30.0,10.0,10.0
7610,10.0,20.0,30.0,10.0,0.0
7611,20.0,20.0,20.0,0.0,10.0
7612,10.0,20.0,30.0,10.0,10.0
7613,20.0,10.0,30.0,10.0,0.0
7614,10.0,20.0,40.0,30.0,20.0
7615,20.0,20.0,30.0,40.0,20.0
7616,50.0,30.0,40.0,40.0,10.0
7617,60.0,30.0,100.0,70.0,30.0
7618,50.0,30.0,140.0,50.0,30.0
7619,40.0,30.0,150.0,60.0,30.0
7620,40.0,40.0,150.0,50.0,20.0
7621,30.0,30.0,140.0,60.0,20.0
7622,40.0,30.0,100.0,60.0,30.0
7623,40.0,30.0,70.0,60.0,30.0
7624,50.0,30.0,70.0,60.0,40.0
7625,50.0,40.0,90.0,20.0,50.0
7626,40.0,20.0,60.0,10.0,50.0
7627,30.0,30.0,40.0,10.0,60.0
7628,30.0,10.0,50.0,0.0,40.0
7629,20.0,20.0,20.0,10.0,20.0
7630,20.0,20.0,30.0,10.0,10.0
7631,20.0,20.0,30.0,10.0,10.0
7632,10.0,20.0,20.0,0.0,10.0
7633,20.0,20.0,30.0,10.0,10.0
7634,10.0,10.0,30.0,10.0,0.0
7635,20.0,20.0,20.0,10.0,10.0
7636,10.0,20.0,30.0,0.0,10.0
7637,20.0,20.0,30.0,10.0,10.0
7638,20.0,20.0,40.0,10.0,0.0
7639,20.0,20.0,30.0,0.0,10.0
7640,40.0,30.0,40.0,30.0,10.0
7641,70.0,30.0,100.0,60.0,20.0
7642,60.0,40.0,140.0,50.0,40.0
7643,40.0,30.0,160.0,60.0,40.0
7644,30.0,40.0,150.0,60.0,30.0
7645,40.0,30.0,140.0,50.0,30.0
7646,30.0,40.0,80.0,60.0,40.0
7647,40.0,30.0,70.0,60.0,30.0
7648,30.0,30.0,80.0,60.0,40.0
7649,40.0,30.0,60.0,20.0,60.0
7650,30.0,30.0,70.0,10.0,60.0
7651,30.0,30.0,60.0,0.0,50.0
7652,20.0,20.0,40.0,10.0,40.0
7653,20.0,20.0,30.0,10.0,30.0
7654,20.0,20.0,30.0,10.0,20.0
7655,10.0,20.0,30.0,10.0,0.0
7656,10.0,20.0,30.0,0.0,10.0
7657,20.0,20.0,20.0,10.0,10.0
7658,10.0,20.0,40.0,10.0,10.0
7659,10.0,20.0,20.0,10.0,0.0
7660,20.0,20.0,30.0,0.0,10.0
7661,10.0,20.0,40.0,10.0,10.0
7662,20.0,20.0,30.0,40.0,10.0
7663,10.0,20.0,40.0,30.0,10.0
7664,50.0,30.0,40.0,40.0,0.0
7665,50.0,30.0,90.0,60.0,30.0
7666,40.0,40.0,130.0,60.0,30.0
7667,30.0,30.0,120.0,60.0,30.0
7668,20.0,30.0,140.0,50.0,30.0
7669,20.0,40.0,120.0,60.0,30.0
7670,30.0,30.0,80.0,50.0,30.0
7671,20.0,30.0,70.0,70.0,30.0
7672,40.0,30.0,70.0,50.0,30.0
7673,40.0,20.0,80.0,20.0,50.0
7674,30.0,30.0,60.0,10.0,60.0
7675,30.0,20.0,60.0,10.0,60.0
7676,30.0,30.0,40.0,10.0,60.0
7677,30.0,20.0,30.0,0.0,30.0
7678,10.0,10.0,40.0,10.0,10.0
7679,20.0,20.0,30.0,10.0,10.0
7680,10.0,20.0,40.0,10.0,10.0
7681,20.0,20.0,30.0,0.0,0.0
7682,10.0,20.0,30.0,10.0,10.0
7683,10.0,20.0,40.0,10.0,10.0
7684,20.0,20.0,30.0,0.0,10.0
7685,10.0,20.0,30.0,10.0,10.0
7686,20.0,20.0,40.0,10.0,0.0
7687,10.0,10.0,40.0,30.0,10.0
7688,0.0,20.0,40.0,30.0,10.0
7689,0.0,20.0,60.0,30.0,20.0
7690,0.0,20.0,60.0,30.0,40.0
7691,0.0,20.0,50.0,30.0,40.0
7692,0.0,20.0,60.0,20.0,40.0
7693,0.0,20.0,50.0,30.0,30.0
7694,0.0,20.0,50.0,30.0,50.0
7695,0.0,20.0,60.0,20.0,40.0
7696,10.0,20.0,60.0,0.0,30.0
7697,10.0,20.0,60.0,10.0,40.0
7698,20.0,20.0,40.0,10.0,40.0
7699,10.0,10.0,40.0,10.0,30.0
7700,10.0,20.0,40.0,10.0,30.0
7701,20.0,20.0,30.0,10.0,20.0
7702,10.0,20.0,40.0,0.0,10.0
7703,10.0,10.0,30.0,10.0,0.0
7704,20.0,20.0,30.0,10.0,10.0
7705,10.0,20.0,40.0,10.0,10.0
7706,10.0,20.0,30.0,10.0,0.0
7707,20.0,10.0,30.0,10.0,10.0
7708,10.0,20.0,40.0,0.0,10.0
7709,20.0,20.0,30.0,10.0,10.0
7710,10.0,20.0,50.0,10.0,0.0
7711,10.0,20.0,30.0,10.0,10.0
7712,10.0,10.0,40.0,10.0,10.0
7713,0.0,20.0,40.0,10.0,20.0
7714,0.0,20.0,40.0,0.0,30.0
7715,0.0,20.0,50.0,10.0,30.0
7716,10.0,10.0,60.0,20.0,20.0
7717,0.0,20.0,40.0,10.0,10.0
7718,0.0,20.0,60.0,0.0,10.0
7719,0.0,10.0,50.0,0.0,20.0
7720,10.0,20.0,50.0,10.0,30.0
7721,20.0,20.0,60.0,0.0,30.0
7722,10.0,10.0,40.0,10.0,30.0
7723,10.0,20.0,30.0,10.0,10.0
7724,20.0,20.0,40.0,10.0,20.0
7725,10.0,10.0,30.0,10.0,10.0
7726,10.0,20.0,20.0,10.0,10.0
7727,10.0,20.0,30.0,0.0,10.0
7728,20.0,20.0,30.0,10.0,0.0
7729,10.0,10.0,30.0,10.0,10.0
7730,10.0,20.0,20.0,0.0,10.0
7731,20.0,20.0,30.0,10.0,0.0
7732,10.0,10.0,30.0,10.0,10.0
7733,10.0,20.0,30.0,10.0,10.0
7734,20.0,20.0,40.0,30.0,0.0
7735,10.0,20.0,30.0,40.0,10.0
7736,40.0,20.0,40.0,30.0,10.0
7737,50.0,30.0,70.0,50.0,20.0
7738,30.0,40.0,90.0,50.0,30.0
7739,30.0,30.0,110.0,60.0,40.0
7740,20.0,40.0,110.0,50.0,30.0
7741,40.0,30.0,90.0,50.0,20.0
7742,40.0,30.0,60.0,60.0,30.0
7743,40.0,30.0,70.0,60.0,20.0
7744,40.0,30.0,60.0,60.0,40.0
7745,40.0,30.0,60.0,10.0,40.0
7746,30.0,20.0,50.0,10.0,60.0
7747,30.0,30.0,50.0,10.0,50.0
7748,30.0,20.0,40.0,10.0,50.0
7749,20.0,20.0,30.0,10.0,30.0
7750,10.0,20.0,30.0,10.0,10.0
7751,20.0,20.0,20.0,0.0,0.0
7752,10.0,20.0,30.0,10.0,10.0
7753,20.0,20.0,30.0,10.0,10.0
7754,10.0,10.0,30.0,0.0,10.0
7755,20.0,20.0,20.0,10.0,0.0
7756,10.0,20.0,30.0,10.0,10.0
7757,20.0,20.0,30.0,10.0,10.0
7758,10.0,20.0,30.0,0.0,10.0
7759,10.0,20.0,30.0,10.0,10.0
7760,50.0,30.0,30.0,20.0,10.0
7761,30.0,40.0,70.0,60.0,30.0
7762,20.0,30.0,100.0,60.0,30.0
7763,20.0,30.0,110.0,60.0,30.0
7764,20.0,40.0,110.0,50.0,30.0
7765,20.0,30.0,110.0,60.0,30.0
7766,30.0,40.0,70.0,60.0,20.0
7767,40.0,30.0,60.0,70.0,20.0
7768,50.0,40.0,60.0,50.0,20.0
7769,30.0,40.0,60.0,20.0,40.0
7770,40.0,30.0,60.0,10.0,30.0
7771,30.0,30.0,60.0,10.0,40.0
7772,30.0,20.0,50.0,10.0,30.0
7773,10.0,20.0,30.0,10.0,10.0
7774,20.0,20.0,30.0,0.0,10.0
7775,10.0,30.0,30.0,10.0,10.0
7776,20.0,20.0,20.0,10.0,10.0
7777,10.0,20.0,30.0,10.0,0.0
7778,10.0,20.0,30.0,0.0,10.0
7779,20.0,20.0,20.0,10.0,10.0
7780,10.0,30.0,30.0,10.0,10.0
7781,20.0,20.0,30.0,0.0,0.0
7782,10.0,20.0,30.0,40.0,10.0
7783,20.0,30.0,30.0,30.0,10.0
7784,40.0,20.0,40.0,40.0,0.0
7785,30.0,40.0,70.0,60.0,20.0
7786,30.0,30.0,90.0,60.0,30.0
7787,20.0,40.0,110.0,50.0,30.0
7788,20.0,30.0,110.0,50.0,20.0
7789,20.0,40.0,100.0,60.0,20.0
7790,30.0,30.0,70.0,50.0,30.0
7791,40.0,30.0,80.0,70.0,30.0
7792,30.0,30.0,80.0,50.0,30.0
7793,40.0,30.0,80.0,10.0,60.0
7794,30.0,30.0,70.0,10.0,50.0
7795,30.0,30.0,60.0,10.0,50.0
7796,20.0,20.0,50.0,10.0,50.0
7797,20.0,30.0,30.0,10.0,30.0
7798,20.0,10.0,30.0,10.0,20.0
7799,10.0,20.0,30.0,10.0,0.0
7800,10.0,20.0,30.0,0.0,10.0
7801,20.0,20.0,20.0,10.0,10.0
7802,10.0,10.0,30.0,10.0,0.0
7803,10.0,20.0,30.0,10.0,10.0
7804,20.0,20.0,20.0,0.0,10.0
7805,10.0,20.0,30.0,10.0,10.0
7806,10.0,20.0,30.0,10.0,0.0
7807,20.0,10.0,40.0,10.0,10.0
7808,20.0,20.0,30.0,0.0,20.0
7809,20.0,30.0,40.0,10.0,20.0
7810,30.0,20.0,30.0,0.0,40.0
7811,0.0,30.0,20.0,0.0,30.0
7812,10.0,20.0,30.0,10.0,20.0
7813,10.0,20.0,20.0,0.0,30.0
7814,10.0,30.0,30.0,10.0,20.0
7815,10.0,20.0,30.0,0.0,30.0
7816,0.0,20.0,40.0,0.0,40.0
7817,20.0,20.0,40.0,10.0,30.0
7818,10.0,20.0,30.0,10.0,30.0
7819,10.0,20.0,30.0,10.0,30.0
7820,20.0,20.0,30.0,10.0,30.0
7821,10.0,20.0,30.0,0.0,10.0
7822,20.0,20.0,30.0,10.0,10.0
7823,10.0,10.0,20.0,10.0,10.0
7824,10.0,20.0,30.0,10.0,0.0
7825,10.0,20.0,30.0,0.0,10.0
7826,20.0,20.0,30.0,10.0,10.0
7827,10.0,10.0,20.0,10.0,0.0
7828,20.0,20.0,30.0,10.0,10.0
7829,10.0,20.0,30.0,10.0,10.0
7830,20.0,20.0,30.0,30.0,10.0
7831,10.0,20.0,40.0,40.0,0.0
7832,60.0,30.0,40.0,50.0,10.0
7833,70.0,30.0,60.0,70.0,20.0
7834,50.0,30.0,80.0,60.0,20.0
7835,40.0,40.0,110.0,70.0,20.0
7836,40.0,30.0,120.0,70.0,10.0
7837,50.0,30.0,110.0,60.0,10.0
7838,40.0,30.0,90.0,70.0,20.0
7839,50.0,30.0,70.0,60.0,10.0
7840,40.0,30.0,70.0,60.0,10.0
7841,30.0,20.0,50.0,20.0,10.0
7842,40.0,30.0,50.0,10.0,10.0
7843,20.0,10.0,50.0,10.0,10.0
7844,20.0,20.0,40.0,10.0,10.0
7845,10.0,20.0,30.0,10.0,10.0
7846,20.0,20.0,20.0,0.0,10.0
7847,10.0,10.0,30.0,10.0,10.0
7848,10.0,20.0,30.0,10.0,0.0
7849,20.0,20.0,20.0,10.0,10.0
7850,10.0,20.0,30.0,0.0,10.0
7851,10.0,10.0,30.0,10.0,10.0
7852,10.0,20.0,20.0,10.0,0.0
7853,20.0,20.0,30.0,0.0,10.0
7854,10.0,20.0,30.0,10.0,10.0
7855,10.0,10.0,50.0,10.0,10.0
7856,40.0,20.0,60.0,0.0,30.0
7857,20.0,20.0,60.0,0.0,30.0
7858,10.0,20.0,60.0,10.0,20.0
7859,20.0,20.0,70.0,0.0,20.0
7860,40.0,20.0,70.0,0.0,20.0
7861,30.0,20.0,70.0,10.0,20.0
7862,40.0,20.0,70.0,0.0,0.0
7863,30.0,20.0,80.0,10.0,10.0
7864,30.0,20.0,70.0,10.0,0.0
7865,20.0,20.0,70.0,10.0,10.0
7866,20.0,20.0,40.0,10.0,10.0
7867,20.0,20.0,40.0,0.0,0.0
7868,10.0,20.0,30.0,10.0,10.0
7869,10.0,10.0,30.0,10.0,10.0
7870,20.0,20.0,20.0,10.0,10.0
7871,10.0,20.0,30.0,10.0,0.0
7872,10.0,20.0,30.0,0.0,10.0
7873,20.0,20.0,20.0,10.0,10.0
7874,10.0,20.0,30.0,10.0,0.0
7875,10.0,10.0,30.0,0.0,10.0
7876,20.0,20.0,30.0,10.0,10.0
7877,10.0,20.0,30.0,10.0,10.0
7878,20.0,20.0,30.0,10.0,0.0
7879,10.0,20.0,50.0,0.0,0.0
7880,40.0,20.0,100.0,0.0,10.0
7881,40.0,20.0,80.0,0.0,0.0
7882,30.0,10.0,90.0,10.0,0.0
7883,20.0,20.0,80.0,0.0,10.0
7884,20.0,20.0,70.0,10.0,10.0
7885,10.0,20.0,80.0,10.0,10.0
7886,10.0,10.0,80.0,10.0,0.0
7887,20.0,20.0,70.0,0.0,10.0
7888,10.0,20.0,90.0,0.0,0.0
7889,20.0,20.0,60.0,10.0,30.0
7890,20.0,10.0,60.0,10.0,20.0
7891,20.0,20.0,40.0,10.0,30.0
7892,20.0,20.0,30.0,0.0,30.0
7893,10.0,20.0,30.0,10.0,10.0
7894,10.0,20.0,20.0,10.0,10.0
7895,20.0,10.0,30.0,10.0,10.0
7896,10.0,20.0,20.0,0.0,10.0
7897,10.0,20.0,30.0,10.0,0.0
7898,20.0,20.0,30.0,10.0,10.0
7899,10.0,20.0,30.0,10.0,10.0
7900,10.0,20.0,20.0,0.0,0.0
7901,20.0,20.0,30.0,10.0,10.0
7902,20.0,10.0,30.0,30.0,10.0
7903,10.0,20.0,30.0,30.0,10.0
7904,40.0,30.0,40.0,60.0,0.0
7905,40.0,30.0,90.0,60.0,20.0
7906,30.0,30.0,110.0,60.0,40.0
7907,20.0,30.0,130.0,50.0,40.0
7908,20.0,30.0,130.0,60.0,30.0
7909,30.0,40.0,110.0,50.0,20.0
7910,30.0,30.0,80.0,60.0,20.0
7911,30.0,30.0,60.0,60.0,10.0
7912,30.0,30.0,70.0,50.0,30.0
7913,40.0,30.0,60.0,20.0,40.0
7914,40.0,20.0,50.0,10.0,50.0
7915,30.0,20.0,50.0,10.0,40.0
7916,30.0,30.0,40.0,0.0,40.0
7917,20.0,10.0,30.0,10.0,30.0
7918,10.0,20.0,20.0,10.0,10.0
7919,10.0,20.0,30.0,10.0,10.0
7920,20.0,30.0,30.0,0.0,10.0
7921,10.0,20.0,20.0,10.0,0.0
7922,10.0,20.0,30.0,10.0,10.0
7923,20.0,20.0,30.0,0.0,10.0
7924,10.0,20.0,20.0,10.0,10.0
7925,10.0,20.0,30.0,10.0,10.0
7926,20.0,20.0,40.0,10.0,0.0
7927,10.0,20.0,30.0,0.0,10.0
7928,40.0,20.0,40.0,30.0,0.0
7929,30.0,30.0,60.0,70.0,30.0
7930,20.0,30.0,90.0,50.0,30.0
7931,10.0,30.0,100.0,50.0,20.0
7932,20.0,30.0,100.0,60.0,30.0
7933,20.0,30.0,90.0,50.0,20.0
7934,30.0,30.0,70.0,50.0,20.0
7935,20.0,30.0,50.0,60.0,10.0
7936,30.0,30.0,50.0,50.0,20.0
7937,30.0,30.0,60.0,20.0,30.0
7938,30.0,30.0,40.0,0.0,20.0
7939,30.0,20.0,50.0,10.0,30.0
7940,20.0,20.0,40.0,10.0,30.0
7941,20.0,20.0,30.0,10.0,20.0
7942,10.0,10.0,20.0,10.0,10.0
7943,20.0,20.0,30.0,10.0,10.0
7944,20.0,10.0,30.0,10.0,10.0
7945,10.0,10.0,30.0,0.0,10.0
7946,10.0,20.0,30.0,10.0,0.0
7947,10.0,10.0,20.0,10.0,10.0
7948,20.0,20.0,30.0,0.0,10.0
7949,10.0,10.0,30.0,10.0,0.0
7950,10.0,10.0,30.0,10.0,10.0
7951,0.0,20.0,30.0,0.0,0.0
7952,0.0,10.0,30.0,0.0,10.0
7953,0.0,10.0,30.0,0.0,30.0
7954,0.0,20.0,30.0,0.0,20.0
7955,0.0,10.0,40.0,10.0,20.0
7956,0.0,20.0,30.0,0.0,20.0
7957,0.0,10.0,30.0,10.0,20.0
7958,0.0,20.0,50.0,10.0,20.0
7959,0.0,10.0,40.0,0.0,30.0
7960,10.0,10.0,50.0,0.0,30.0
7961,10.0,20.0,50.0,10.0,20.0
7962,10.0,10.0,40.0,10.0,30.0
7963,20.0,20.0,30.0,10.0,30.0
7964,10.0,10.0,30.0,10.0,20.0
7965,10.0,10.0,30.0,10.0,10.0
7966,20.0,20.0,30.0,0.0,0.0
7967,10.0,10.0,30.0,10.0,10.0
7968,10.0,20.0,30.0,10.0,10.0
7969,20.0,10.0,20.0,0.0,10.0
7970,10.0,10.0,30.0,10.0,0.0
7971,10.0,20.0,30.0,10.0,10.0
7972,10.0,10.0,30.0,10.0,10.0
7973,20.0,20.0,30.0,0.0,0.0
7974,10.0,10.0,30.0,10.0,10.0
7975,10.0,10.0,40.0,10.0,10.0
7976,0.0,20.0,30.0,0.0,0.0
7977,0.0,10.0,30.0,0.0,20.0
7978,0.0,20.0,40.0,0.0,10.0
7979,10.0,10.0,40.0,0.0,20.0
7980,0.0,10.0,40.0,10.0,20.0
7981,10.0,20.0,40.0,0.0,20.0
7982,0.0,10.0,40.0,0.0,20.0
7983,10.0,20.0,40.0,0.0,20.0
7984,10.0,10.0,40.0,10.0,20.0
7985,10.0,20.0,40.0,0.0,20.0
7986,10.0,10.0,30.0,10.0,20.0
7987,20.0,10.0,40.0,10.0,10.0
7988,10.0,20.0,30.0,10.0,20.0
7989,20.0,10.0,30.0,10.0,10.0
7990,10.0,20.0,30.0,10.0,10.0
7991,10.0,10.0,20.0,0.0,0.0
7992,10.0,10.0,30.0,10.0,10.0
7993,20.0,20.0,30.0,10.0,10.0
7994,10.0,10.0,20.0,0.0,0.0
7995,10.0,20.0,30.0,10.0,10.0
7996,10.0,10.0,30.0,10.0,10.0
7997,20.0,10.0,30.0,10.0,0.0
7998,10.0,20.0,30.0,30.0,10.0
7999,10.0,10.0,40.0,30.0,10.0
8000,30.0,20.0,30.0,50.0,0.0
8001,10.0,30.0,40.0,40.0,20.0
8002,10.0,30.0,40.0,50.0,20.0
8003,10.0,20.0,40.0,40.0,30.0
