,教養学部変電所,教育学部変電所,経済学部変電所
7367,100.0,100.0,10.0
7368,100.0,90.0,20.0
7369,100.0,90.0,10.0
7370,100.0,90.0,10.0
7371,100.0,90.0,20.0
7372,100.0,90.0,10.0
7373,100.0,90.0,20.0
7374,100.0,90.0,10.0
7375,100.0,90.0,10.0
7376,100.0,90.0,10.0
7377,100.0,90.0,10.0
7378,200.0,90.0,0.0
7379,100.0,90.0,10.0
7380,100.0,90.0,0.0
7381,100.0,90.0,10.0
7382,100.0,80.0,10.0
7383,100.0,90.0,10.0
7384,100.0,90.0,20.0
7385,100.0,90.0,20.0
7386,100.0,90.0,20.0
7387,100.0,90.0,10.0
7388,100.0,80.0,20.0
7389,100.0,90.0,10.0
7390,100.0,90.0,20.0
7391,100.0,80.0,10.0
7392,100.0,90.0,20.0
7393,100.0,90.0,10.0
7394,100.0,90.0,10.0
7395,100.0,90.0,20.0
7396,100.0,80.0,10.0
7397,100.0,90.0,20.0
7398,100.0,90.0,10.0
7399,200.0,110.0,10.0
7400,300.0,170.0,20.0
7401,400.0,270.0,20.0
7402,400.0,330.0,30.0
7403,300.0,300.0,40.0
7404,400.0,330.0,30.0
7405,300.0,340.0,30.0
7406,300.0,350.0,40.0
7407,300.0,330.0,40.0
7408,300.0,360.0,40.0
7409,200.0,310.0,40.0
7410,200.0,260.0,30.0
7411,200.0,200.0,20.0
7412,100.0,150.0,20.0
7413,100.0,110.0,20.0
7414,100.0,110.0,10.0
7415,100.0,90.0,20.0
7416,100.0,90.0,10.0
7417,100.0,100.0,20.0
7418,100.0,80.0,10.0
7419,100.0,90.0,20.0
7420,100.0,80.0,10.0
7421,100.0,80.0,20.0
7422,100.0,90.0,10.0
7423,100.0,80.0,20.0
7424,200.0,170.0,20.0
7425,300.0,290.0,20.0
7426,300.0,330.0,20.0
7427,300.0,340.0,40.0
7428,300.0,340.0,30.0
7429,300.0,330.0,40.0
7430,300.0,310.0,40.0
7431,200.0,290.0,50.0
7432,300.0,340.0,40.0
7433,200.0,300.0,30.0
7434,200.0,250.0,30.0
7435,200.0,180.0,20.0
7436,100.0,130.0,20.0
7437,100.0,110.0,20.0
7438,100.0,100.0,20.0
7439,100.0,100.0,10.0
7440,100.0,90.0,10.0
7441,100.0,90.0,20.0
7442,100.0,80.0,10.0
7443,100.0,80.0,20.0
7444,100.0,80.0,10.0
7445,100.0,70.0,10.0
7446,100.0,90.0,20.0
7447,100.0,80.0,10.0
7448,200.0,140.0,30.0
7449,400.0,260.0,20.0
7450,300.0,360.0,30.0
7451,300.0,350.0,40.0
7452,400.0,350.0,50.0
7453,300.0,340.0,50.0
7454,300.0,360.0,60.0
7455,300.0,360.0,60.0
7456,300.0,380.0,50.0
7457,200.0,330.0,30.0
7458,200.0,260.0,30.0
7459,100.0,200.0,30.0
7460,200.0,140.0,20.0
7461,100.0,110.0,20.0
7462,100.0,110.0,20.0
7463,100.0,100.0,10.0
7464,100.0,100.0,10.0
7465,100.0,90.0,20.0
7466,100.0,90.0,10.0
7467,100.0,80.0,20.0
7468,100.0,80.0,10.0
7469,100.0,80.0,20.0
7470,100.0,80.0,10.0
7471,100.0,100.0,20.0
7472,200.0,140.0,20.0
7473,200.0,190.0,30.0
7474,200.0,220.0,40.0
7475,200.0,210.0,30.0
7476,300.0,220.0,40.0
7477,300.0,220.0,40.0
7478,300.0,230.0,40.0
7479,200.0,230.0,50.0
7480,300.0,220.0,50.0
7481,200.0,220.0,30.0
7482,200.0,180.0,30.0
7483,100.0,130.0,20.0
7484,100.0,110.0,20.0
7485,200.0,100.0,10.0
7486,100.0,90.0,10.0
7487,100.0,90.0,20.0
7488,100.0,90.0,10.0
7489,100.0,90.0,10.0
7490,100.0,80.0,20.0
7491,100.0,80.0,10.0
7492,100.0,90.0,10.0
7493,100.0,80.0,10.0
7494,100.0,90.0,20.0
7495,100.0,90.0,10.0
7496,200.0,160.0,50.0
7497,300.0,220.0,50.0
7498,200.0,250.0,60.0
7499,300.0,260.0,60.0
7500,300.0,280.0,70.0
7501,200.0,290.0,70.0
7502,300.0,250.0,70.0
7503,300.0,270.0,60.0
7504,200.0,210.0,60.0
7505,200.0,190.0,40.0
7506,200.0,170.0,20.0
7507,100.0,150.0,10.0
7508,200.0,140.0,20.0
7509,100.0,100.0,20.0
7510,100.0,80.0,10.0
7511,100.0,80.0,20.0
7512,100.0,70.0,10.0
7513,100.0,70.0,20.0
7514,100.0,70.0,10.0
7515,100.0,70.0,20.0
7516,100.0,70.0,10.0
7517,100.0,70.0,10.0
7518,100.0,70.0,20.0
7519,200.0,70.0,10.0
7520,100.0,70.0,40.0
7521,200.0,90.0,40.0
7522,200.0,110.0,30.0
7523,100.0,110.0,30.0
7524,200.0,120.0,30.0
7525,200.0,130.0,20.0
7526,100.0,130.0,30.0
7527,100.0,130.0,20.0
7528,200.0,120.0,20.0
7529,100.0,120.0,20.0
7530,100.0,110.0,10.0
7531,200.0,100.0,10.0
7532,100.0,90.0,20.0
7533,100.0,80.0,10.0
7534,100.0,80.0,10.0
7535,100.0,80.0,10.0
7536,0.0,80.0,20.0
7537,100.0,80.0,10.0
7538,100.0,80.0,10.0
7539,100.0,80.0,10.0
7540,100.0,80.0,10.0
7541,100.0,70.0,10.0
7542,100.0,80.0,10.0
7543,100.0,80.0,10.0
7544,100.0,70.0,10.0
7545,100.0,80.0,0.0
7546,100.0,80.0,10.0
7547,100.0,70.0,0.0
7548,100.0,90.0,0.0
7549,100.0,70.0,0.0
7550,100.0,90.0,10.0
7551,100.0,90.0,10.0
7552,100.0,80.0,10.0
7553,100.0,90.0,10.0
7554,100.0,80.0,10.0
7555,100.0,80.0,20.0
7556,100.0,80.0,10.0
7557,100.0,80.0,10.0
7558,100.0,90.0,10.0
7559,100.0,80.0,10.0
7560,100.0,90.0,20.0
7561,100.0,70.0,10.0
7562,100.0,80.0,10.0
7563,100.0,80.0,10.0
7564,100.0,80.0,10.0
7565,0.0,70.0,10.0
7566,100.0,80.0,10.0
7567,200.0,80.0,20.0
7568,100.0,120.0,20.0
7569,300.0,170.0,20.0
7570,200.0,230.0,30.0
7571,300.0,240.0,30.0
7572,200.0,260.0,30.0
7573,300.0,240.0,40.0
7574,200.0,230.0,30.0
7575,300.0,240.0,40.0
7576,200.0,210.0,20.0
7577,200.0,200.0,30.0
7578,200.0,180.0,20.0
7579,100.0,160.0,20.0
7580,100.0,130.0,20.0
7581,100.0,100.0,10.0
7582,100.0,90.0,10.0
7583,100.0,80.0,10.0
7584,100.0,90.0,20.0
7585,100.0,80.0,10.0
7586,100.0,80.0,10.0
7587,100.0,80.0,10.0
7588,100.0,80.0,10.0
7589,100.0,70.0,20.0
7590,100.0,90.0,10.0
7591,100.0,90.0,10.0
7592,200.0,130.0,20.0
7593,200.0,160.0,20.0
7594,300.0,210.0,20.0
7595,200.0,210.0,20.0
7596,200.0,210.0,30.0
7597,200.0,220.0,20.0
7598,300.0,220.0,30.0
7599,200.0,210.0,30.0
7600,200.0,210.0,30.0
7601,200.0,190.0,30.0
7602,100.0,180.0,20.0
7603,200.0,160.0,10.0
7604,100.0,140.0,20.0
7605,100.0,110.0,10.0
7606,100.0,90.0,10.0
7607,100.0,100.0,20.0
7608,100.0,90.0,10.0
7609,100.0,90.0,10.0
7610,100.0,90.0,10.0
7611,100.0,90.0,10.0
7612,100.0,80.0,20.0
7613,100.0,90.0,10.0
7614,100.0,90.0,10.0
7615,100.0,90.0,10.0
7616,200.0,140.0,20.0
7617,200.0,200.0,30.0
7618,300.0,230.0,40.0
7619,200.0,230.0,30.0
7620,300.0,220.0,40.0
7621,200.0,220.0,40.0
7622,300.0,230.0,40.0
7623,200.0,250.0,30.0
7624,200.0,240.0,40.0
7625,200.0,230.0,30.0
7626,200.0,170.0,20.0
7627,100.0,130.0,10.0
7628,200.0,110.0,20.0
7629,100.0,100.0,20.0
7630,100.0,80.0,10.0
7631,100.0,90.0,20.0
7632,100.0,90.0,10.0
7633,100.0,80.0,20.0
7634,100.0,80.0,10.0
7635,100.0,80.0,10.0
7636,100.0,100.0,20.0
7637,100.0,80.0,10.0
7638,100.0,90.0,20.0
7639,100.0,100.0,10.0
7640,300.0,190.0,20.0
7641,200.0,240.0,10.0
7642,300.0,260.0,20.0
7643,200.0,250.0,20.0
7644,300.0,280.0,10.0
7645,200.0,250.0,20.0
7646,300.0,270.0,20.0
7647,200.0,210.0,20.0
7648,200.0,200.0,30.0
7649,200.0,200.0,30.0
7650,200.0,160.0,20.0
7651,100.0,130.0,10.0
7652,200.0,110.0,20.0
7653,100.0,100.0,20.0
7654,100.0,90.0,20.0
7655,100.0,90.0,10.0
7656,100.0,80.0,20.0
7657,100.0,90.0,20.0
7658,100.0,80.0,10.0
7659,100.0,90.0,20.0
7660,100.0,80.0,10.0
7661,100.0,90.0,20.0
7662,100.0,90.0,20.0
7663,100.0,110.0,10.0
7664,200.0,110.0,20.0
7665,300.0,140.0,30.0
7666,200.0,180.0,40.0
7667,300.0,210.0,30.0
7668,200.0,190.0,30.0
7669,300.0,220.0,40.0
7670,200.0,200.0,30.0
7671,200.0,220.0,40.0
7672,200.0,200.0,30.0
7673,200.0,160.0,20.0
7674,200.0,140.0,30.0
7675,100.0,110.0,20.0
7676,100.0,100.0,10.0
7677,100.0,80.0,20.0
7678,100.0,80.0,10.0
7679,100.0,70.0,20.0
7680,100.0,70.0,10.0
7681,100.0,80.0,10.0
7682,100.0,70.0,20.0
7683,100.0,70.0,10.0
7684,100.0,70.0,10.0
7685,100.0,70.0,20.0
7686,100.0,80.0,10.0
7687,100.0,70.0,10.0
7688,100.0,120.0,10.0
7689,100.0,160.0,0.0
7690,100.0,150.0,0.0
7691,200.0,140.0,10.0
7692,100.0,150.0,0.0
7693,100.0,150.0,10.0
7694,100.0,170.0,0.0
7695,100.0,150.0,10.0
7696,100.0,150.0,10.0
7697,100.0,140.0,20.0
7698,100.0,110.0,10.0
7699,100.0,90.0,10.0
7700,100.0,70.0,20.0
7701,100.0,80.0,10.0
7702,100.0,60.0,10.0
7703,100.0,70.0,20.0
7704,100.0,70.0,10.0
7705,0.0,70.0,10.0
7706,100.0,60.0,10.0
7707,100.0,70.0,20.0
7708,100.0,70.0,10.0
7709,100.0,70.0,10.0
7710,100.0,70.0,10.0
7711,100.0,70.0,10.0
7712,100.0,70.0,10.0
7713,100.0,70.0,10.0
7714,100.0,110.0,10.0
7715,100.0,100.0,0.0
7716,100.0,90.0,10.0
7717,100.0,100.0,10.0
7718,100.0,90.0,10.0
7719,100.0,90.0,10.0
7720,100.0,90.0,10.0
7721,100.0,100.0,10.0
7722,100.0,90.0,10.0
7723,100.0,100.0,20.0
7724,100.0,80.0,10.0
7725,0.0,70.0,10.0
7726,100.0,70.0,20.0
7727,100.0,70.0,10.0
7728,100.0,70.0,10.0
7729,100.0,70.0,10.0
7730,100.0,70.0,10.0
7731,100.0,80.0,20.0
7732,0.0,70.0,10.0
7733,100.0,80.0,10.0
7734,100.0,80.0,10.0
7735,100.0,80.0,10.0
7736,200.0,100.0,20.0
7737,200.0,150.0,20.0
7738,200.0,170.0,20.0
7739,200.0,180.0,20.0
7740,200.0,200.0,30.0
7741,200.0,220.0,30.0
7742,200.0,200.0,30.0
7743,200.0,200.0,30.0
7744,100.0,180.0,30.0
7745,200.0,170.0,20.0
7746,100.0,160.0,20.0
7747,200.0,140.0,20.0
7748,100.0,130.0,20.0
7749,100.0,90.0,10.0
7750,100.0,90.0,20.0
7751,100.0,100.0,10.0
7752,100.0,80.0,10.0
7753,100.0,90.0,10.0
7754,100.0,80.0,10.0
7755,0.0,80.0,20.0
7756,100.0,90.0,10.0
7757,100.0,80.0,10.0
7758,100.0,90.0,20.0
7759,100.0,90.0,10.0
7760,200.0,120.0,10.0
7761,200.0,140.0,10.0
7762,200.0,170.0,10.0
7763,200.0,180.0,20.0
7764,200.0,190.0,20.0
7765,200.0,200.0,30.0
7766,300.0,190.0,20.0
7767,100.0,190.0,30.0
7768,200.0,210.0,30.0
7769,200.0,180.0,30.0
7770,200.0,180.0,20.0
7771,100.0,150.0,20.0
7772,100.0,130.0,20.0
7773,100.0,90.0,20.0
7774,100.0,90.0,10.0
7775,100.0,80.0,20.0
7776,100.0,80.0,10.0
7777,100.0,80.0,20.0
7778,100.0,90.0,10.0
7779,100.0,70.0,20.0
7780,100.0,90.0,10.0
7781,100.0,80.0,20.0
7782,100.0,80.0,10.0
7783,100.0,90.0,10.0
7784,100.0,90.0,20.0
7785,200.0,130.0,10.0
7786,300.0,170.0,20.0
7787,200.0,170.0,10.0
7788,200.0,190.0,20.0
7789,200.0,220.0,20.0
7790,200.0,240.0,10.0
7791,200.0,200.0,30.0
7792,200.0,200.0,20.0
7793,200.0,190.0,30.0
7794,100.0,160.0,20.0
7795,200.0,140.0,10.0
7796,100.0,130.0,20.0
7797,100.0,90.0,10.0
7798,100.0,90.0,10.0
7799,100.0,80.0,20.0
7800,0.0,80.0,10.0
7801,100.0,80.0,10.0
7802,100.0,80.0,10.0
7803,100.0,80.0,10.0
7804,100.0,70.0,20.0
7805,100.0,70.0,10.0
7806,100.0,70.0,10.0
7807,100.0,80.0,10.0
7808,100.0,80.0,10.0
7809,0.0,80.0,20.0
7810,100.0,90.0,10.0
7811,100.0,90.0,0.0
7812,100.0,90.0,10.0
7813,100.0,100.0,0.0
7814,100.0,90.0,10.0
7815,100.0,90.0,0.0
7816,100.0,90.0,20.0
7817,100.0,100.0,10.0
7818,100.0,90.0,20.0
7819,100.0,90.0,10.0
7820,100.0,80.0,10.0
7821,100.0,90.0,20.0
7822,100.0,70.0,10.0
7823,100.0,70.0,20.0
7824,100.0,80.0,10.0
7825,100.0,70.0,10.0
7826,0.0,70.0,10.0
7827,100.0,70.0,20.0
7828,100.0,70.0,10.0
7829,100.0,70.0,10.0
7830,100.0,80.0,10.0
7831,100.0,80.0,10.0
7832,200.0,140.0,20.0
7833,100.0,190.0,20.0
7834,200.0,210.0,30.0
7835,300.0,200.0,30.0
7836,200.0,210.0,30.0
7837,200.0,230.0,30.0
7838,200.0,210.0,40.0
7839,200.0,190.0,30.0
7840,200.0,170.0,30.0
7841,200.0,150.0,30.0
7842,100.0,130.0,20.0
7843,200.0,110.0,30.0
7844,100.0,90.0,20.0
7845,100.0,90.0,10.0
7846,100.0,80.0,20.0
7847,100.0,70.0,10.0
7848,100.0,80.0,20.0
7849,100.0,70.0,10.0
7850,0.0,80.0,10.0
7851,100.0,70.0,20.0
7852,100.0,70.0,10.0
7853,100.0,70.0,10.0
7854,100.0,80.0,20.0
7855,100.0,120.0,10.0
7856,200.0,220.0,40.0
7857,200.0,190.0,30.0
7858,200.0,190.0,30.0
7859,100.0,200.0,40.0
7860,200.0,210.0,40.0
7861,200.0,210.0,40.0
7862,200.0,190.0,40.0
7863,200.0,190.0,40.0
7864,100.0,160.0,40.0
7865,200.0,150.0,30.0
7866,100.0,120.0,20.0
7867,100.0,100.0,20.0
7868,100.0,110.0,20.0
7869,200.0,100.0,10.0
7870,100.0,90.0,20.0
7871,100.0,90.0,10.0
7872,100.0,100.0,10.0
7873,100.0,90.0,20.0
7874,100.0,90.0,10.0
7875,100.0,90.0,20.0
7876,100.0,90.0,10.0
7877,100.0,90.0,20.0
7878,100.0,90.0,10.0
7879,100.0,160.0,20.0
7880,200.0,240.0,10.0
7881,300.0,200.0,20.0
7882,200.0,170.0,0.0
7883,200.0,170.0,10.0
7884,100.0,170.0,10.0
7885,200.0,180.0,10.0
7886,200.0,150.0,10.0
7887,100.0,120.0,20.0
7888,200.0,120.0,20.0
7889,100.0,120.0,20.0
7890,100.0,100.0,20.0
7891,100.0,100.0,20.0
7892,100.0,90.0,10.0
7893,100.0,80.0,20.0
7894,100.0,80.0,10.0
7895,100.0,80.0,20.0
7896,100.0,80.0,10.0
7897,100.0,80.0,10.0
7898,0.0,80.0,20.0
7899,100.0,70.0,10.0
7900,100.0,80.0,10.0
7901,100.0,70.0,20.0
7902,100.0,90.0,10.0
7903,100.0,90.0,10.0
7904,200.0,130.0,10.0
7905,200.0,140.0,10.0
7906,200.0,180.0,20.0
7907,200.0,200.0,10.0
7908,200.0,210.0,10.0
7909,200.0,200.0,20.0
7910,200.0,190.0,10.0
7911,200.0,180.0,20.0
7912,200.0,160.0,30.0
7913,100.0,150.0,20.0
7914,200.0,140.0,20.0
7915,100.0,130.0,10.0
7916,100.0,110.0,10.0
7917,100.0,90.0,20.0
7918,100.0,80.0,10.0
7919,100.0,90.0,10.0
7920,100.0,80.0,10.0
7921,100.0,80.0,20.0
7922,100.0,80.0,10.0
7923,100.0,80.0,10.0
7924,100.0,80.0,10.0
7925,100.0,80.0,10.0
7926,100.0,80.0,20.0
7927,100.0,80.0,10.0
7928,200.0,130.0,10.0
7929,200.0,140.0,20.0
7930,200.0,170.0,10.0
7931,200.0,160.0,20.0
7932,200.0,150.0,20.0
7933,200.0,150.0,10.0
7934,200.0,140.0,30.0
7935,200.0,130.0,20.0
7936,100.0,130.0,20.0
7937,200.0,130.0,30.0
7938,100.0,100.0,20.0
7939,100.0,100.0,20.0
7940,100.0,90.0,10.0
7941,100.0,80.0,20.0
7942,100.0,80.0,10.0
7943,100.0,80.0,10.0
7944,100.0,60.0,10.0
7945,0.0,70.0,10.0
7946,100.0,60.0,10.0
7947,100.0,60.0,10.0
7948,100.0,70.0,10.0
7949,0.0,60.0,20.0
7950,100.0,60.0,0.0
7951,100.0,60.0,10.0
7952,100.0,60.0,0.0
7953,0.0,70.0,10.0
7954,100.0,60.0,0.0
7955,100.0,60.0,0.0
7956,100.0,70.0,0.0
7957,100.0,70.0,0.0
7958,100.0,70.0,0.0
7959,0.0,70.0,0.0
7960,100.0,60.0,10.0
7961,100.0,70.0,20.0
7962,100.0,70.0,10.0
7963,100.0,60.0,10.0
7964,0.0,70.0,20.0
7965,100.0,60.0,10.0
7966,100.0,70.0,10.0
7967,100.0,60.0,10.0
7968,0.0,60.0,10.0
7969,100.0,60.0,10.0
7970,100.0,60.0,10.0
7971,100.0,60.0,10.0
7972,0.0,60.0,10.0
7973,100.0,60.0,10.0
7974,100.0,60.0,10.0
7975,0.0,70.0,20.0
7976,100.0,60.0,0.0
7977,100.0,60.0,10.0
7978,100.0,60.0,0.0
7979,100.0,70.0,10.0
7980,0.0,60.0,10.0
7981,100.0,70.0,0.0
7982,100.0,70.0,10.0
7983,100.0,70.0,10.0
7984,100.0,60.0,10.0
7985,100.0,70.0,10.0
7986,0.0,70.0,10.0
7987,100.0,70.0,10.0
7988,100.0,60.0,10.0
7989,100.0,60.0,10.0
7990,100.0,60.0,20.0
7991,0.0,70.0,10.0
7992,100.0,60.0,10.0
7993,100.0,60.0,10.0
7994,100.0,60.0,10.0
7995,0.0,60.0,10.0
7996,100.0,60.0,10.0
7997,100.0,60.0,10.0
7998,100.0,60.0,10.0
7999,100.0,70.0,10.0
8000,100.0,80.0,10.0
8001,100.0,80.0,10.0
8002,200.0,110.0,0.0
8003,100.0,160.0,10.0
8004,200.0,150.0,10.0
8005,100.0,130.0,10.0
8006,200.0,110.0,10.0
8007,100.0,100.0,10.0
8008,200.0,100.0,20.0
8009,100.0,90.0,10.0
8010,100.0,100.0,20.0
8011,100.0,80.0,10.0
8012,100.0,60.0,10.0
8013,100.0,70.0,20.0
8014,100.0,60.0,10.0
8015,100.0,70.0,10.0
8016,0.0,60.0,10.0
8017,100.0,60.0,10.0
8018,100.0,60.0,10.0
8019,0.0,60.0,10.0
8020,100.0,60.0,10.0
8021,100.0,50.0,10.0
8022,100.0,70.0,10.0
8023,100.0,60.0,10.0
8024,100.0,70.0,10.0
8025,100.0,90.0,10.0
8026,200.0,150.0,0.0
8027,100.0,170.0,10.0
8028,200.0,170.0,10.0
8029,200.0,170.0,10.0
8030,100.0,130.0,20.0
8031,200.0,120.0,20.0
8032,100.0,120.0,20.0
8033,200.0,120.0,20.0
8034,100.0,90.0,20.0
8035,100.0,90.0,30.0
8036,100.0,70.0,20.0
8037,100.0,70.0,10.0
8038,100.0,70.0,10.0
8039,0.0,60.0,20.0
8040,100.0,60.0,10.0
8041,100.0,60.0,10.0
8042,100.0,60.0,10.0
8043,0.0,60.0,10.0
8044,100.0,60.0,10.0
8045,100.0,60.0,10.0
8046,100.0,70.0,10.0
8047,100.0,60.0,10.0
8048,100.0,70.0,10.0
8049,100.0,100.0,10.0
8050,200.0,160.0,10.0
8051,100.0,180.0,10.0
8052,200.0,180.0,20.0
8053,200.0,170.0,10.0
8054,100.0,150.0,20.0
8055,200.0,130.0,20.0
8056,200.0,140.0,20.0
8057,100.0,120.0,20.0
8058,100.0,90.0,10.0
8059,100.0,80.0,20.0
8060,100.0,70.0,10.0
8061,100.0,70.0,10.0
8062,100.0,60.0,10.0
8063,0.0,70.0,10.0
8064,100.0,60.0,20.0
8065,100.0,60.0,10.0
8066,100.0,60.0,10.0
8067,0.0,60.0,10.0
8068,100.0,50.0,10.0
8069,100.0,60.0,10.0
8070,100.0,60.0,10.0
8071,100.0,70.0,10.0
8072,100.0,70.0,20.0
8073,100.0,80.0,10.0
8074,100.0,120.0,10.0
8075,200.0,150.0,10.0
8076,100.0,160.0,10.0
8077,200.0,140.0,20.0
8078,100.0,120.0,10.0
8079,200.0,130.0,10.0
8080,100.0,120.0,20.0
8081,100.0,100.0,10.0
8082,100.0,80.0,20.0
8083,100.0,80.0,10.0
8084,100.0,60.0,10.0
8085,100.0,60.0,20.0
8086,100.0,70.0,10.0
8087,100.0,60.0,10.0
8088,0.0,60.0,10.0
8089,100.0,60.0,10.0
8090,100.0,60.0,10.0
8091,100.0,60.0,10.0
8092,0.0,60.0,10.0
8093,100.0,60.0,10.0
8094,100.0,70.0,10.0
8095,100.0,60.0,0.0
8096,100.0,60.0,20.0
8097,100.0,80.0,10.0
8098,200.0,110.0,10.0
8099,100.0,150.0,10.0
8100,100.0,130.0,20.0
8101,200.0,130.0,10.0
8102,100.0,120.0,20.0
8103,200.0,110.0,10.0
8104,100.0,110.0,20.0
8105,100.0,90.0,20.0
8106,200.0,90.0,10.0
8107,100.0,70.0,20.0
8108,100.0,70.0,10.0
8109,0.0,70.0,10.0
8110,100.0,60.0,20.0
8111,100.0,70.0,10.0
8112,100.0,60.0,10.0
8113,0.0,70.0,10.0
8114,100.0,60.0,10.0
8115,100.0,60.0,10.0
8116,0.0,60.0,10.0
8117,100.0,60.0,10.0
8118,100.0,60.0,10.0
8119,100.0,60.0,10.0
8120,100.0,60.0,10.0
8121,0.0,70.0,0.0
8122,100.0,70.0,10.0
8123,100.0,60.0,0.0
8124,100.0,70.0,10.0
8125,100.0,60.0,10.0
8126,100.0,60.0,10.0
8127,0.0,70.0,10.0
8128,100.0,60.0,10.0
8129,100.0,70.0,10.0
8130,100.0,60.0,10.0
8131,100.0,60.0,20.0
8132,0.0,60.0,10.0
8133,100.0,60.0,10.0
8134,100.0,60.0,10.0
8135,100.0,60.0,10.0
8136,0.0,60.0,10.0
8137,100.0,60.0,10.0
8138,100.0,60.0,10.0
8139,100.0,60.0,10.0
8140,0.0,60.0,20.0
8141,100.0,50.0,10.0
8142,100.0,60.0,10.0
8143,0.0,60.0,0.0
8144,100.0,60.0,0.0
8145,100.0,60.0,10.0
8146,100.0,70.0,0.0
8147,100.0,60.0,0.0
8148,0.0,60.0,0.0
8149,100.0,70.0,0.0
8150,100.0,60.0,0.0
8151,100.0,70.0,10.0
8152,100.0,60.0,10.0
8153,100.0,70.0,10.0
8154,100.0,60.0,10.0
8155,0.0,60.0,10.0
8156,100.0,60.0,10.0
8157,100.0,60.0,10.0
8158,100.0,60.0,20.0
8159,0.0,60.0,10.0
8160,100.0,60.0,10.0
8161,100.0,60.0,10.0
8162,0.0,60.0,10.0
8163,100.0,60.0,10.0
8164,100.0,50.0,10.0
8165,100.0,60.0,10.0
8166,0.0,70.0,10.0
8167,100.0,60.0,10.0
8168,200.0,70.0,0.0
8169,100.0,80.0,10.0
8170,200.0,130.0,10.0
8171,100.0,160.0,20.0
8172,200.0,160.0,10.0
8173,100.0,130.0,10.0
8174,200.0,110.0,10.0
8175,100.0,120.0,20.0
8176,200.0,120.0,20.0
8177,100.0,100.0,20.0
8178,100.0,90.0,10.0
8179,100.0,90.0,20.0
8180,100.0,70.0,10.0
8181,100.0,70.0,10.0
8182,100.0,70.0,10.0
8183,100.0,70.0,10.0
8184,100.0,70.0,10.0
8185,0.0,60.0,10.0
8186,100.0,60.0,10.0
8187,100.0,70.0,10.0
8188,0.0,60.0,10.0
8189,100.0,60.0,20.0
8190,100.0,70.0,10.0
8191,100.0,70.0,0.0
8192,100.0,70.0,10.0
8193,100.0,80.0,10.0
8194,200.0,140.0,10.0
8195,100.0,160.0,10.0
8196,200.0,160.0,10.0
8197,100.0,160.0,20.0
8198,200.0,120.0,10.0
8199,100.0,120.0,20.0
8200,100.0,100.0,20.0
8201,200.0,100.0,10.0
8202,100.0,90.0,20.0
8203,100.0,90.0,10.0
8204,100.0,70.0,20.0
8205,100.0,70.0,10.0
8206,0.0,70.0,10.0
8207,100.0,70.0,10.0
8208,100.0,60.0,10.0
8209,0.0,70.0,10.0
8210,100.0,60.0,10.0
8211,100.0,70.0,10.0
8212,100.0,60.0,10.0
8213,0.0,60.0,10.0
8214,100.0,60.0,10.0
8215,100.0,70.0,10.0
8216,100.0,80.0,10.0
8217,200.0,150.0,10.0
8218,200.0,190.0,20.0
8219,200.0,210.0,20.0
8220,200.0,220.0,20.0
8221,100.0,200.0,30.0
8222,200.0,190.0,30.0
8223,200.0,180.0,20.0
8224,100.0,210.0,30.0
8225,200.0,160.0,20.0
8226,100.0,150.0,20.0
8227,100.0,100.0,20.0
8228,100.0,80.0,10.0
8229,100.0,80.0,20.0
8230,100.0,70.0,10.0
8231,100.0,60.0,10.0
8232,0.0,70.0,20.0
8233,100.0,70.0,10.0
8234,100.0,60.0,10.0
8235,100.0,60.0,10.0
8236,0.0,70.0,10.0
8237,100.0,60.0,10.0
8238,100.0,70.0,20.0
8239,100.0,70.0,10.0
8240,100.0,80.0,10.0
8241,100.0,150.0,0.0
8242,200.0,190.0,20.0
8243,200.0,190.0,10.0
8244,200.0,220.0,20.0
8245,200.0,180.0,30.0
8246,200.0,160.0,30.0
8247,200.0,150.0,30.0
8248,100.0,170.0,30.0
8249,200.0,150.0,30.0
8250,100.0,130.0,20.0
8251,100.0,100.0,30.0
8252,100.0,80.0,20.0
8253,100.0,80.0,10.0
8254,0.0,70.0,20.0
8255,100.0,70.0,10.0
8256,100.0,60.0,10.0
8257,100.0,70.0,10.0
8258,0.0,60.0,10.0
8259,100.0,70.0,10.0
8260,100.0,60.0,20.0
8261,100.0,60.0,10.0
8262,0.0,70.0,10.0
8263,100.0,70.0,10.0
8264,200.0,80.0,10.0
8265,100.0,160.0,20.0
8266,200.0,200.0,20.0
8267,200.0,210.0,30.0
8268,200.0,210.0,30.0
8269,200.0,180.0,30.0
8270,200.0,150.0,20.0
8271,100.0,140.0,30.0
8272,200.0,140.0,30.0
8273,100.0,130.0,20.0
8274,200.0,120.0,20.0
8275,100.0,100.0,20.0
8276,100.0,90.0,20.0
8277,0.0,60.0,20.0
8278,100.0,70.0,10.0
8279,100.0,60.0,10.0
8280,100.0,70.0,20.0
8281,0.0,60.0,10.0
8282,100.0,60.0,10.0
8283,100.0,60.0,10.0
8284,0.0,60.0,10.0
8285,100.0,60.0,10.0
8286,100.0,60.0,10.0
8287,100.0,60.0,10.0
8288,0.0,60.0,20.0
8289,100.0,70.0,30.0
8290,100.0,60.0,30.0
8291,100.0,70.0,30.0
8292,100.0,60.0,30.0
8293,0.0,70.0,20.0
8294,100.0,60.0,30.0
8295,100.0,70.0,10.0
8296,100.0,60.0,20.0
8297,100.0,70.0,10.0
