,教養学部変電所,教育学部変電所,経済学部変電所
2951,100.0,110.0,20.0
2952,100.0,110.0,10.0
2953,100.0,100.0,10.0
2954,100.0,90.0,20.0
2955,100.0,100.0,10.0
2956,0.0,100.0,10.0
2957,100.0,90.0,20.0
2958,100.0,90.0,10.0
2959,200.0,110.0,20.0
2960,200.0,170.0,20.0
2961,300.0,290.0,30.0
2962,400.0,370.0,30.0
2963,300.0,370.0,40.0
2964,400.0,360.0,40.0
2965,300.0,370.0,40.0
2966,300.0,310.0,40.0
2967,300.0,260.0,40.0
2968,200.0,220.0,30.0
2969,200.0,190.0,30.0
2970,200.0,140.0,20.0
2971,100.0,120.0,30.0
2972,200.0,100.0,10.0
2973,100.0,100.0,20.0
2974,100.0,90.0,20.0
2975,100.0,90.0,10.0
2976,0.0,80.0,10.0
2977,100.0,80.0,10.0
2978,100.0,80.0,20.0
2979,100.0,80.0,10.0
2980,100.0,80.0,10.0
2981,0.0,80.0,20.0
2982,100.0,80.0,10.0
2983,100.0,90.0,10.0
2984,200.0,110.0,20.0
2985,200.0,250.0,20.0
2986,300.0,300.0,30.0
2987,200.0,320.0,30.0
2988,300.0,330.0,30.0
2989,300.0,320.0,40.0
2990,200.0,260.0,50.0
2991,300.0,210.0,40.0
2992,200.0,200.0,40.0
2993,200.0,170.0,30.0
2994,100.0,140.0,20.0
2995,200.0,110.0,20.0
2996,100.0,100.0,20.0
2997,100.0,100.0,10.0
2998,100.0,90.0,20.0
2999,100.0,80.0,10.0
3000,100.0,90.0,20.0
3001,0.0,90.0,10.0
3002,100.0,90.0,10.0
3003,100.0,80.0,10.0
3004,100.0,90.0,20.0
3005,100.0,80.0,10.0
3006,0.0,80.0,10.0
3007,100.0,90.0,10.0
3008,100.0,100.0,10.0
3009,100.0,120.0,10.0
3010,100.0,110.0,10.0
3011,100.0,120.0,10.0
3012,100.0,130.0,0.0
3013,100.0,130.0,10.0
3014,100.0,130.0,20.0
3015,200.0,130.0,10.0
3016,100.0,110.0,10.0
3017,100.0,110.0,20.0
3018,100.0,100.0,20.0
3019,100.0,90.0,10.0
3020,100.0,90.0,20.0
3021,100.0,80.0,10.0
3022,100.0,90.0,20.0
3023,0.0,80.0,10.0
3024,100.0,80.0,10.0
3025,100.0,80.0,20.0
3026,100.0,80.0,10.0
3027,100.0,80.0,20.0
3028,100.0,80.0,10.0
3029,0.0,80.0,10.0
3030,100.0,80.0,10.0
3031,100.0,80.0,10.0
3032,200.0,80.0,10.0
3033,200.0,90.0,20.0
3034,200.0,100.0,20.0
3035,200.0,100.0,10.0
3036,200.0,120.0,20.0
3037,300.0,110.0,20.0
3038,200.0,110.0,20.0
3039,200.0,110.0,20.0
3040,100.0,110.0,20.0
3041,200.0,100.0,10.0
3042,100.0,100.0,20.0
3043,100.0,90.0,20.0
3044,100.0,80.0,10.0
3045,100.0,90.0,20.0
3046,100.0,80.0,10.0
3047,100.0,80.0,20.0
3048,100.0,80.0,10.0
3049,0.0,90.0,20.0
3050,100.0,70.0,10.0
3051,100.0,80.0,20.0
3052,100.0,80.0,10.0
3053,100.0,80.0,10.0
3054,100.0,80.0,20.0
3055,100.0,90.0,10.0
3056,200.0,140.0,10.0
3057,200.0,170.0,10.0
3058,200.0,300.0,30.0
3059,200.0,320.0,30.0
3060,300.0,330.0,30.0
3061,200.0,330.0,30.0
3062,300.0,260.0,30.0
3063,200.0,240.0,30.0
3064,200.0,210.0,30.0
3065,200.0,180.0,20.0
3066,100.0,150.0,30.0
3067,200.0,130.0,10.0
3068,100.0,120.0,20.0
3069,100.0,100.0,20.0
3070,100.0,100.0,20.0
3071,100.0,90.0,10.0
3072,100.0,80.0,10.0
3073,100.0,80.0,10.0
3074,100.0,80.0,10.0
3075,100.0,80.0,10.0
3076,100.0,70.0,20.0
3077,0.0,80.0,10.0
3078,100.0,80.0,10.0
3079,100.0,80.0,10.0
3080,200.0,110.0,10.0
3081,100.0,120.0,20.0
3082,100.0,140.0,20.0
3083,200.0,150.0,20.0
3084,100.0,130.0,20.0
3085,100.0,150.0,30.0
3086,100.0,140.0,10.0
3087,100.0,150.0,20.0
3088,100.0,160.0,10.0
3089,100.0,140.0,20.0
3090,100.0,130.0,20.0
3091,200.0,120.0,10.0
3092,100.0,130.0,10.0
3093,100.0,120.0,20.0
3094,100.0,120.0,10.0
3095,100.0,100.0,10.0
3096,100.0,90.0,10.0
3097,0.0,80.0,20.0
3098,100.0,70.0,10.0
3099,100.0,80.0,10.0
3100,100.0,80.0,10.0
3101,100.0,80.0,10.0
3102,100.0,80.0,20.0
3103,0.0,80.0,10.0
3104,100.0,90.0,20.0
3105,200.0,110.0,10.0
3106,200.0,140.0,10.0
3107,100.0,150.0,10.0
3108,200.0,150.0,10.0
3109,100.0,170.0,20.0
3110,200.0,170.0,10.0
3111,100.0,160.0,10.0
3112,200.0,150.0,20.0
3113,100.0,130.0,10.0
3114,100.0,120.0,20.0
3115,100.0,120.0,10.0
3116,100.0,110.0,20.0
3117,100.0,110.0,10.0
3118,100.0,110.0,20.0
3119,100.0,90.0,10.0
3120,100.0,90.0,10.0
3121,100.0,80.0,10.0
3122,100.0,90.0,20.0
3123,100.0,80.0,10.0
3124,100.0,80.0,10.0
3125,100.0,90.0,10.0
3126,0.0,80.0,10.0
3127,200.0,90.0,20.0
3128,100.0,90.0,10.0
3129,200.0,110.0,10.0
3130,100.0,130.0,10.0
3131,200.0,130.0,10.0
3132,100.0,150.0,10.0
3133,200.0,150.0,10.0
3134,100.0,140.0,10.0
3135,100.0,140.0,20.0
3136,100.0,130.0,10.0
3137,200.0,110.0,20.0
3138,100.0,110.0,20.0
3139,100.0,100.0,10.0
3140,100.0,90.0,20.0
3141,100.0,80.0,10.0
3142,100.0,80.0,20.0
3143,0.0,80.0,10.0
3144,100.0,70.0,10.0
3145,100.0,80.0,20.0
3146,100.0,70.0,10.0
3147,100.0,70.0,10.0
3148,100.0,80.0,10.0
3149,0.0,70.0,20.0
3150,100.0,70.0,10.0
3151,200.0,80.0,10.0
3152,100.0,70.0,10.0
3153,100.0,90.0,10.0
3154,100.0,100.0,20.0
3155,100.0,100.0,10.0
3156,100.0,110.0,10.0
3157,100.0,140.0,10.0
3158,100.0,140.0,10.0
3159,100.0,150.0,10.0
3160,100.0,140.0,10.0
3161,100.0,120.0,20.0
3162,100.0,110.0,10.0
3163,100.0,90.0,20.0
3164,100.0,90.0,10.0
3165,100.0,80.0,20.0
3166,100.0,80.0,10.0
3167,100.0,80.0,10.0
3168,100.0,70.0,20.0
3169,0.0,80.0,10.0
3170,100.0,60.0,10.0
3171,100.0,80.0,10.0
3172,100.0,70.0,10.0
3173,100.0,70.0,20.0
3174,0.0,70.0,10.0
3175,100.0,70.0,0.0
3176,100.0,80.0,10.0
3177,100.0,100.0,0.0
3178,100.0,120.0,10.0
3179,100.0,130.0,0.0
3180,100.0,130.0,10.0
3181,200.0,190.0,10.0
3182,200.0,220.0,10.0
3183,100.0,190.0,10.0
3184,100.0,150.0,20.0
3185,100.0,110.0,10.0
3186,100.0,110.0,20.0
3187,100.0,100.0,10.0
3188,100.0,90.0,20.0
3189,100.0,80.0,10.0
3190,100.0,80.0,10.0
3191,100.0,70.0,20.0
3192,100.0,80.0,10.0
3193,100.0,70.0,10.0
3194,100.0,70.0,10.0
3195,100.0,80.0,10.0
3196,0.0,70.0,10.0
3197,100.0,80.0,20.0
3198,100.0,70.0,10.0
3199,100.0,80.0,10.0
3200,200.0,80.0,10.0
3201,100.0,90.0,0.0
3202,100.0,90.0,10.0
3203,200.0,100.0,0.0
3204,100.0,110.0,10.0
3205,100.0,110.0,0.0
3206,200.0,100.0,10.0
3207,100.0,110.0,10.0
3208,100.0,100.0,10.0
3209,100.0,100.0,20.0
3210,100.0,100.0,10.0
3211,100.0,90.0,10.0
3212,100.0,80.0,20.0
3213,100.0,90.0,10.0
3214,0.0,80.0,10.0
3215,100.0,80.0,20.0
3216,100.0,80.0,10.0
3217,100.0,80.0,10.0
3218,100.0,80.0,10.0
3219,100.0,80.0,10.0
3220,100.0,70.0,20.0
3221,0.0,80.0,10.0
3222,100.0,80.0,10.0
3223,100.0,80.0,10.0
3224,200.0,110.0,10.0
3225,100.0,120.0,20.0
3226,100.0,140.0,20.0
3227,200.0,150.0,20.0
3228,100.0,130.0,20.0
3229,100.0,150.0,30.0
3230,100.0,140.0,10.0
3231,100.0,150.0,20.0
3232,100.0,160.0,10.0
3233,100.0,140.0,20.0
3234,100.0,130.0,20.0
3235,200.0,120.0,10.0
3236,100.0,130.0,10.0
3237,100.0,120.0,20.0
3238,100.0,120.0,10.0
3239,100.0,100.0,10.0
3240,100.0,90.0,10.0
3241,0.0,80.0,20.0
3242,100.0,70.0,10.0
3243,100.0,80.0,10.0
3244,100.0,80.0,10.0
3245,100.0,80.0,10.0
3246,100.0,80.0,20.0
3247,0.0,80.0,10.0
3248,100.0,90.0,20.0
3249,200.0,110.0,10.0
3250,200.0,140.0,10.0
3251,100.0,150.0,10.0
3252,200.0,150.0,10.0
3253,100.0,170.0,20.0
3254,200.0,170.0,10.0
3255,100.0,160.0,10.0
3256,200.0,150.0,20.0
3257,100.0,130.0,10.0
3258,100.0,120.0,20.0
3259,100.0,120.0,10.0
3260,100.0,110.0,20.0
3261,100.0,110.0,10.0
3262,100.0,110.0,20.0
3263,100.0,90.0,10.0
3264,100.0,90.0,10.0
3265,100.0,80.0,10.0
3266,100.0,90.0,20.0
3267,100.0,80.0,10.0
3268,100.0,80.0,10.0
3269,100.0,90.0,10.0
3270,0.0,80.0,10.0
3271,200.0,90.0,20.0
3272,100.0,90.0,10.0
3273,200.0,110.0,10.0
3274,100.0,130.0,10.0
3275,200.0,130.0,10.0
3276,100.0,150.0,10.0
3277,200.0,150.0,10.0
3278,100.0,140.0,10.0
3279,100.0,140.0,20.0
3280,100.0,130.0,10.0
3281,200.0,110.0,20.0
3282,100.0,110.0,20.0
3283,100.0,100.0,10.0
3284,100.0,90.0,20.0
3285,100.0,80.0,10.0
3286,100.0,80.0,20.0
3287,0.0,80.0,10.0
3288,100.0,70.0,10.0
3289,100.0,80.0,20.0
3290,100.0,70.0,10.0
3291,100.0,70.0,10.0
3292,100.0,80.0,10.0
3293,0.0,70.0,20.0
3294,100.0,70.0,10.0
3295,200.0,80.0,10.0
3296,100.0,70.0,10.0
3297,100.0,90.0,10.0
3298,100.0,100.0,20.0
3299,100.0,100.0,10.0
3300,100.0,110.0,10.0
3301,100.0,140.0,10.0
3302,100.0,140.0,10.0
3303,100.0,150.0,10.0
3304,100.0,140.0,10.0
3305,100.0,120.0,20.0
3306,100.0,110.0,10.0
3307,100.0,90.0,20.0
3308,100.0,90.0,10.0
3309,100.0,80.0,20.0
3310,100.0,80.0,10.0
3311,100.0,80.0,10.0
3312,100.0,70.0,20.0
3313,0.0,80.0,10.0
3314,100.0,60.0,10.0
3315,100.0,80.0,10.0
3316,100.0,70.0,10.0
3317,100.0,70.0,20.0
3318,0.0,70.0,10.0
3319,100.0,70.0,0.0
3320,100.0,80.0,10.0
3321,100.0,100.0,0.0
3322,100.0,120.0,10.0
3323,100.0,130.0,0.0
3324,100.0,130.0,10.0
3325,200.0,190.0,10.0
3326,200.0,220.0,10.0
3327,100.0,190.0,10.0
3328,100.0,150.0,20.0
3329,100.0,110.0,10.0
3330,100.0,110.0,20.0
3331,100.0,100.0,10.0
3332,100.0,90.0,20.0
3333,100.0,80.0,10.0
3334,100.0,80.0,10.0
3335,100.0,70.0,20.0
3336,100.0,80.0,10.0
3337,0.0,70.0,10.0
3338,100.0,70.0,10.0
3339,100.0,70.0,20.0
3340,100.0,70.0,10.0
3341,0.0,70.0,10.0
3342,100.0,70.0,10.0
3343,200.0,110.0,20.0
3344,200.0,130.0,20.0
3345,200.0,150.0,20.0
3346,300.0,150.0,20.0
3347,300.0,170.0,30.0
3348,300.0,160.0,30.0
3349,200.0,160.0,30.0
3350,200.0,160.0,30.0
3351,100.0,150.0,30.0
3352,100.0,120.0,20.0
3353,100.0,90.0,20.0
3354,100.0,90.0,10.0
3355,100.0,80.0,10.0
3356,100.0,80.0,20.0
3357,100.0,80.0,10.0
3358,100.0,70.0,10.0
3359,100.0,80.0,20.0
3360,100.0,70.0,10.0
3361,100.0,70.0,10.0
3362,0.0,70.0,10.0
3363,100.0,70.0,10.0
3364,100.0,60.0,10.0
3365,100.0,80.0,20.0
3366,100.0,70.0,10.0
3367,100.0,70.0,10.0
3368,200.0,110.0,20.0
3369,100.0,150.0,10.0
3370,200.0,130.0,20.0
3371,200.0,150.0,20.0
3372,200.0,150.0,20.0
3373,200.0,140.0,20.0
3374,100.0,140.0,10.0
3375,200.0,130.0,20.0
3376,200.0,110.0,20.0
3377,100.0,90.0,10.0
3378,100.0,80.0,10.0
3379,100.0,90.0,10.0
3380,100.0,80.0,20.0
3381,100.0,80.0,10.0
3382,100.0,80.0,10.0
3383,100.0,70.0,10.0
3384,100.0,70.0,20.0
3385,100.0,70.0,10.0
3386,0.0,70.0,10.0
3387,100.0,70.0,10.0
3388,100.0,70.0,10.0
3389,100.0,70.0,10.0
3390,0.0,70.0,10.0
3391,100.0,80.0,10.0
3392,200.0,90.0,20.0
3393,200.0,140.0,10.0
3394,200.0,200.0,30.0
3395,200.0,250.0,20.0
3396,100.0,260.0,20.0
3397,300.0,250.0,20.0
3398,200.0,190.0,20.0
3399,200.0,180.0,20.0
3400,200.0,170.0,20.0
3401,100.0,130.0,20.0
3402,100.0,110.0,20.0
3403,200.0,100.0,20.0
3404,100.0,90.0,10.0
3405,100.0,90.0,10.0
3406,100.0,80.0,20.0
3407,0.0,70.0,10.0
3408,100.0,80.0,10.0
3409,100.0,70.0,10.0
3410,100.0,80.0,10.0
3411,100.0,70.0,10.0
3412,100.0,70.0,10.0
3413,0.0,80.0,10.0
3414,100.0,70.0,20.0
3415,100.0,90.0,10.0
3416,300.0,110.0,10.0
3417,300.0,180.0,10.0
3418,300.0,270.0,20.0
3419,300.0,300.0,20.0
3420,300.0,310.0,20.0
3421,400.0,300.0,20.0
3422,300.0,280.0,20.0
3423,300.0,290.0,10.0
3424,200.0,220.0,20.0
3425,200.0,150.0,20.0
3426,200.0,120.0,20.0
3427,100.0,110.0,10.0
3428,200.0,100.0,20.0
3429,100.0,90.0,10.0
3430,200.0,90.0,10.0
3431,100.0,90.0,10.0
3432,100.0,90.0,10.0
3433,100.0,80.0,20.0
3434,200.0,80.0,10.0
3435,100.0,80.0,10.0
3436,100.0,80.0,10.0
3437,100.0,90.0,10.0
3438,100.0,80.0,10.0
3439,200.0,90.0,10.0
3440,200.0,130.0,10.0
3441,300.0,230.0,20.0
3442,300.0,380.0,20.0
3443,300.0,370.0,20.0
3444,400.0,380.0,10.0
3445,300.0,370.0,20.0
3446,300.0,290.0,20.0
3447,300.0,250.0,30.0
3448,200.0,220.0,20.0
3449,200.0,190.0,20.0
3450,100.0,160.0,10.0
3451,100.0,120.0,20.0
3452,100.0,90.0,10.0
3453,200.0,90.0,20.0
3454,0.0,90.0,10.0
3455,100.0,80.0,10.0
3456,100.0,80.0,10.0
3457,100.0,70.0,10.0
3458,100.0,80.0,10.0
3459,100.0,70.0,10.0
3460,0.0,80.0,20.0
3461,100.0,70.0,10.0
3462,100.0,80.0,10.0
3463,100.0,80.0,20.0
3464,100.0,100.0,20.0
3465,200.0,120.0,10.0
3466,200.0,200.0,20.0
3467,100.0,230.0,20.0
3468,200.0,250.0,10.0
3469,200.0,210.0,20.0
3470,100.0,140.0,20.0
3471,200.0,140.0,20.0
3472,200.0,120.0,20.0
3473,100.0,120.0,20.0
3474,200.0,110.0,10.0
3475,100.0,90.0,20.0
3476,100.0,90.0,20.0
3477,100.0,90.0,10.0
3478,100.0,80.0,10.0
3479,100.0,80.0,10.0
3480,0.0,70.0,20.0
3481,100.0,80.0,10.0
3482,100.0,70.0,10.0
3483,100.0,80.0,10.0
3484,100.0,70.0,10.0
3485,0.0,80.0,10.0
3486,100.0,70.0,10.0
3487,100.0,80.0,20.0
3488,200.0,100.0,10.0
3489,200.0,140.0,20.0
3490,200.0,240.0,20.0
3491,200.0,270.0,30.0
3492,200.0,280.0,20.0
3493,200.0,260.0,30.0
3494,300.0,190.0,30.0
3495,200.0,190.0,30.0
3496,100.0,190.0,30.0
3497,200.0,150.0,30.0
3498,100.0,120.0,10.0
3499,200.0,90.0,20.0
3500,0.0,100.0,10.0
3501,100.0,100.0,20.0
3502,100.0,90.0,10.0
3503,100.0,80.0,10.0
3504,100.0,70.0,20.0
3505,100.0,80.0,10.0
3506,100.0,70.0,10.0
3507,100.0,80.0,10.0
3508,0.0,80.0,10.0
3509,100.0,70.0,20.0
3510,100.0,80.0,10.0
3511,100.0,70.0,10.0
3512,100.0,80.0,0.0
3513,100.0,100.0,10.0
3514,100.0,110.0,0.0
3515,100.0,120.0,10.0
3516,100.0,120.0,0.0
3517,100.0,130.0,10.0
3518,200.0,110.0,10.0
3519,100.0,120.0,20.0
3520,100.0,110.0,20.0
3521,100.0,100.0,10.0
3522,100.0,100.0,20.0
3523,100.0,90.0,10.0
3524,100.0,90.0,20.0
3525,100.0,90.0,10.0
3526,100.0,80.0,20.0
3527,100.0,80.0,10.0
3528,100.0,80.0,10.0
3529,100.0,80.0,20.0
3530,100.0,70.0,10.0
3531,0.0,80.0,10.0
3532,100.0,70.0,10.0
3533,100.0,80.0,10.0
3534,100.0,70.0,20.0
3535,100.0,70.0,10.0
3536,200.0,70.0,20.0
3537,200.0,90.0,30.0
3538,300.0,80.0,30.0
3539,200.0,80.0,30.0
3540,300.0,80.0,30.0
3541,200.0,90.0,20.0
3542,200.0,80.0,30.0
3543,300.0,80.0,30.0
3544,200.0,80.0,20.0
3545,100.0,80.0,30.0
3546,200.0,80.0,10.0
3547,100.0,70.0,20.0
3548,100.0,70.0,10.0
3549,100.0,70.0,20.0
3550,0.0,70.0,10.0
3551,100.0,70.0,10.0
3552,100.0,70.0,20.0
3553,100.0,70.0,10.0
3554,100.0,70.0,10.0
3555,0.0,60.0,10.0
3556,100.0,70.0,10.0
3557,100.0,70.0,20.0
3558,100.0,70.0,10.0
3559,100.0,80.0,10.0
3560,100.0,90.0,10.0
3561,200.0,120.0,20.0
3562,200.0,210.0,20.0
3563,100.0,260.0,20.0
3564,200.0,260.0,20.0
3565,200.0,250.0,20.0
3566,200.0,200.0,20.0
3567,100.0,170.0,30.0
3568,200.0,140.0,20.0
3569,100.0,120.0,20.0
3570,100.0,110.0,20.0
3571,100.0,90.0,10.0
3572,100.0,80.0,20.0
3573,100.0,70.0,10.0
3574,100.0,70.0,10.0
3575,100.0,60.0,20.0
3576,100.0,70.0,10.0
3577,0.0,70.0,10.0
3578,100.0,60.0,10.0
3579,100.0,70.0,10.0
3580,100.0,70.0,20.0
3581,100.0,70.0,10.0
3582,0.0,60.0,10.0
3583,100.0,80.0,10.0
3584,100.0,90.0,20.0
3585,200.0,110.0,10.0
3586,200.0,210.0,20.0
3587,100.0,240.0,20.0
3588,200.0,250.0,20.0
3589,200.0,230.0,20.0
3590,200.0,200.0,20.0
3591,100.0,160.0,20.0
3592,200.0,140.0,20.0
3593,100.0,110.0,20.0
3594,100.0,100.0,20.0
3595,200.0,90.0,10.0
3596,0.0,80.0,20.0
3597,100.0,80.0,10.0
3598,100.0,80.0,20.0
3599,100.0,70.0,10.0
3600,100.0,70.0,10.0
3601,100.0,70.0,10.0
3602,100.0,70.0,20.0
3603,0.0,70.0,10.0
3604,100.0,70.0,10.0
3605,100.0,70.0,10.0
3606,100.0,80.0,10.0
3607,0.0,70.0,10.0
3608,200.0,90.0,20.0
3609,100.0,100.0,20.0
3610,200.0,200.0,20.0
3611,200.0,250.0,20.0
3612,200.0,260.0,20.0
3613,200.0,240.0,20.0
3614,200.0,220.0,20.0
3615,200.0,210.0,20.0
3616,200.0,200.0,20.0
3617,100.0,160.0,20.0
3618,200.0,140.0,20.0
3619,100.0,120.0,20.0
3620,100.0,90.0,10.0
3621,100.0,90.0,20.0
3622,100.0,90.0,10.0
3623,100.0,80.0,10.0
3624,100.0,80.0,20.0
3625,100.0,80.0,10.0
3626,0.0,70.0,10.0
3627,100.0,80.0,10.0
3628,100.0,80.0,10.0
3629,100.0,70.0,20.0
3630,100.0,80.0,10.0
3631,100.0,90.0,20.0
3632,100.0,90.0,20.0
3633,200.0,130.0,20.0
3634,200.0,210.0,20.0
3635,100.0,290.0,20.0
3636,200.0,290.0,30.0
3637,200.0,280.0,20.0
3638,300.0,220.0,30.0
3639,200.0,190.0,30.0
3640,200.0,170.0,30.0
3641,100.0,130.0,20.0
3642,100.0,110.0,20.0
3643,200.0,100.0,20.0
3644,100.0,80.0,10.0
3645,100.0,80.0,20.0
3646,100.0,80.0,10.0
3647,0.0,80.0,10.0
3648,100.0,70.0,20.0
3649,100.0,80.0,10.0
3650,100.0,70.0,10.0
3651,100.0,70.0,10.0
3652,100.0,80.0,20.0
3653,0.0,70.0,10.0
3654,100.0,70.0,10.0
3655,100.0,80.0,10.0
3656,200.0,90.0,20.0
3657,100.0,100.0,10.0
3658,200.0,210.0,20.0
3659,100.0,240.0,30.0
3660,200.0,230.0,20.0
3661,200.0,220.0,30.0
3662,100.0,180.0,30.0
3663,200.0,150.0,20.0
3664,100.0,140.0,30.0
3665,200.0,130.0,10.0
3666,100.0,110.0,20.0
3667,100.0,100.0,20.0
3668,100.0,80.0,10.0
3669,100.0,80.0,20.0
3670,100.0,70.0,10.0
3671,100.0,80.0,10.0
3672,0.0,70.0,10.0
3673,100.0,70.0,10.0
3674,100.0,70.0,20.0
3675,100.0,70.0,10.0
3676,0.0,70.0,10.0
3677,100.0,60.0,10.0
3678,100.0,70.0,10.0
3679,100.0,70.0,10.0
3680,100.0,110.0,20.0
3681,0.0,110.0,10.0
3682,200.0,120.0,20.0
3683,100.0,140.0,20.0
3684,100.0,170.0,20.0
3685,100.0,150.0,30.0
3686,100.0,130.0,10.0
3687,100.0,120.0,10.0
3688,100.0,110.0,10.0
3689,200.0,100.0,10.0
3690,100.0,90.0,20.0
3691,100.0,80.0,10.0
3692,0.0,80.0,10.0
3693,100.0,80.0,20.0
3694,100.0,70.0,10.0
3695,100.0,70.0,10.0
3696,100.0,70.0,10.0
3697,100.0,70.0,20.0
3698,0.0,70.0,10.0
3699,100.0,70.0,10.0
3700,100.0,70.0,10.0
3701,100.0,70.0,10.0
3702,0.0,70.0,20.0
3703,200.0,70.0,10.0
3704,200.0,70.0,10.0
3705,100.0,80.0,0.0
3706,200.0,80.0,20.0
3707,200.0,90.0,10.0
3708,200.0,100.0,10.0
3709,300.0,90.0,20.0
3710,100.0,100.0,20.0
3711,200.0,90.0,20.0
3712,100.0,100.0,20.0
3713,100.0,100.0,30.0
3714,100.0,80.0,10.0
3715,100.0,80.0,10.0
3716,100.0,80.0,10.0
3717,100.0,70.0,20.0
3718,100.0,80.0,10.0
3719,100.0,70.0,10.0
3720,0.0,70.0,10.0
3721,100.0,70.0,10.0
3722,100.0,70.0,10.0
3723,100.0,70.0,10.0
3724,100.0,60.0,10.0
3725,0.0,70.0,20.0
3726,100.0,70.0,10.0
3727,100.0,90.0,10.0
3728,100.0,90.0,10.0
3729,200.0,130.0,10.0
3730,200.0,190.0,20.0
3731,200.0,260.0,20.0
3732,200.0,280.0,20.0
3733,200.0,270.0,30.0
3734,200.0,210.0,20.0
3735,200.0,210.0,20.0
3736,200.0,160.0,20.0
3737,200.0,150.0,20.0
3738,100.0,120.0,20.0
3739,100.0,100.0,20.0
3740,100.0,90.0,10.0
3741,100.0,80.0,20.0
3742,100.0,90.0,10.0
3743,100.0,70.0,10.0
3744,100.0,80.0,20.0
3745,0.0,70.0,10.0
3746,100.0,70.0,10.0
3747,100.0,70.0,10.0
3748,100.0,80.0,10.0
3749,100.0,60.0,10.0
3750,0.0,80.0,10.0
3751,100.0,80.0,10.0
3752,200.0,110.0,10.0
3753,100.0,150.0,20.0
3754,200.0,210.0,20.0
3755,200.0,300.0,20.0
3756,300.0,310.0,20.0
3757,200.0,320.0,30.0
3758,200.0,220.0,20.0
3759,200.0,200.0,30.0
3760,200.0,180.0,20.0
3761,100.0,150.0,20.0
3762,200.0,120.0,20.0
3763,100.0,100.0,10.0
3764,100.0,90.0,20.0
3765,100.0,90.0,10.0
3766,100.0,80.0,10.0
3767,100.0,90.0,10.0
3768,100.0,80.0,10.0
3769,100.0,80.0,20.0
3770,0.0,80.0,10.0
3771,100.0,80.0,10.0
3772,100.0,70.0,10.0
3773,100.0,80.0,10.0
3774,100.0,80.0,10.0
3775,100.0,80.0,10.0
3776,100.0,120.0,10.0
3777,200.0,150.0,20.0
3778,200.0,210.0,20.0
3779,200.0,280.0,30.0
3780,200.0,280.0,30.0
3781,200.0,260.0,30.0
3782,200.0,160.0,20.0
3783,200.0,160.0,30.0
3784,200.0,140.0,20.0
3785,200.0,120.0,20.0
3786,100.0,110.0,20.0
3787,100.0,100.0,10.0
3788,100.0,80.0,20.0
3789,100.0,90.0,10.0
3790,100.0,80.0,10.0
3791,100.0,80.0,10.0
3792,100.0,70.0,10.0
3793,100.0,80.0,10.0
3794,100.0,70.0,20.0
3795,0.0,70.0,10.0
3796,100.0,80.0,10.0
3797,100.0,70.0,10.0
3798,100.0,70.0,10.0
3799,100.0,80.0,20.0
3800,100.0,100.0,20.0
3801,200.0,120.0,10.0
3802,100.0,170.0,20.0
3803,200.0,240.0,20.0
3804,200.0,220.0,30.0
3805,200.0,200.0,20.0
3806,200.0,150.0,20.0
3807,100.0,130.0,20.0
3808,200.0,120.0,20.0
3809,100.0,110.0,20.0
3810,200.0,100.0,10.0
3811,100.0,80.0,20.0
3812,100.0,80.0,10.0
3813,100.0,70.0,20.0
3814,100.0,80.0,10.0
3815,100.0,70.0,10.0
3816,0.0,70.0,10.0
3817,100.0,70.0,20.0
3818,100.0,60.0,10.0
3819,100.0,70.0,10.0
3820,0.0,70.0,10.0
3821,100.0,70.0,10.0
3822,100.0,70.0,10.0
3823,100.0,80.0,10.0
3824,100.0,80.0,10.0
3825,200.0,110.0,20.0
3826,100.0,180.0,10.0
3827,200.0,260.0,20.0
3828,200.0,250.0,20.0
3829,200.0,220.0,20.0
3830,100.0,190.0,20.0
3831,200.0,180.0,20.0
3832,200.0,160.0,30.0
3833,100.0,160.0,20.0
3834,100.0,110.0,10.0
3835,200.0,90.0,20.0
3836,100.0,80.0,20.0
3837,100.0,80.0,10.0
3838,100.0,80.0,10.0
3839,100.0,70.0,20.0
3840,0.0,70.0,10.0
3841,100.0,70.0,10.0
3842,100.0,70.0,10.0
3843,100.0,70.0,20.0
3844,100.0,60.0,10.0
3845,0.0,70.0,10.0
3846,100.0,70.0,10.0
3847,100.0,70.0,10.0
3848,100.0,80.0,10.0
3849,100.0,80.0,0.0
3850,100.0,90.0,0.0
3851,100.0,100.0,10.0
3852,100.0,100.0,0.0
3853,100.0,100.0,10.0
3854,100.0,100.0,0.0
3855,100.0,100.0,10.0
3856,100.0,90.0,10.0
3857,100.0,90.0,20.0
3858,100.0,80.0,10.0
3859,100.0,80.0,10.0
3860,100.0,80.0,20.0
3861,100.0,70.0,10.0
3862,0.0,70.0,10.0
3863,100.0,70.0,20.0
3864,100.0,70.0,10.0
3865,100.0,70.0,10.0
3866,100.0,60.0,10.0
3867,0.0,70.0,20.0
3868,100.0,70.0,10.0
3869,100.0,70.0,10.0
3870,100.0,60.0,10.0
3871,100.0,70.0,10.0
3872,100.0,70.0,20.0
3873,300.0,110.0,20.0
3874,200.0,120.0,10.0
3875,200.0,130.0,20.0
3876,300.0,120.0,20.0
3877,200.0,120.0,20.0
3878,200.0,130.0,20.0
3879,200.0,90.0,20.0
3880,100.0,90.0,20.0
3881,100.0,80.0,20.0
